"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"661","Q92832","NELL1","3",0,1,"AF-Q92832-F1-model_v4","Q92832-F1",0.092,0.4,1,79.3261861813497
"662","Q92847","GHSR","39",0,1,"AF-Q92847-F1-model_v4","Q92847-F1",0.23,0.916,2,81.3625779910867
"663","Q93077","H2AC6","3",26555,7,"AF-Q93077-F1-model_v4","Q93077-F1",0.371,0.178,0,91.168078470825
"664","Q93079","H2BC9","3",37867,9,"AF-Q93079-F1-model_v4","Q93079-F1",0.364,0.94,2,88.1431147540984
"665","Q969L2","MAL2","3",0,1,"AF-Q969L2-F1-model_v4","Q969L2-F1",0.336,0.619,1,84.150243902439
"666","Q969V1","MCHR2","54",0,1,"AF-Q969V1-F1-model_v4","Q969V1-F1",0.326,0.726,2,88.1894147768837
"667","Q969V4","TEKT1","3",0,5,"AF-Q969V4-F1-model_v4","Q969V4-F1",0.319,0.181,0,93.1557454974904
"668","Q96AV8","E2F7","3",1249,3,"AF-Q96AV8-F1-model_v4","Q96AV8-F1",0.108,0.254,0,51.2724935952178
"669","Q96AY2","EME1","3",0,2,"AF-Q96AY2-F1-model_v4","Q96AY2-F1",0.155,0.315,0,67.9034920993228
"670","Q96B01","RAD51AP1","3",2629,7,"AF-Q96B01-F1-model_v4","Q96B01-F1",0.122,0.242,0,58.7984421364985
"671","Q96BD8","SKA1","3",0,1,"AF-Q96BD8-F1-model_v4","Q96BD8-F1",0.218,0.102,0,85.822417794971
"672","Q96DC9","OTUB2","3",0,1,"AF-Q96DC9-F1-model_v4","Q96DC9-F1",0.314,0.41,1,94.2690260416667
"673","Q96DH6","MSI2","3",0,1,"AF-Q96DH6-F1-model_v4","Q96DH6-F1",0.117,0.31,0,66.3037515127067
"674","Q96DR5","BPIFA2","13",0,4,"AF-Q96DR5-F1-model_v4","Q96DR5-F1",0.057,0.999,1,61.7753846153846
"675","Q96E14","RMI2","3",1374,6,"AF-Q96E14-F1-model_v4","Q96E14-F1",0.286,0.624,1,89.8118485121731
"676","Q96F07","CYFIP2","29",0,1,"AF-Q96F07-F1-model_v4","Q96F07-F1",0.075,0.18,0,87.6578461833525
"677","Q96FF9","CDCA5","3",0,1,"AF-Q96FF9-F1-model_v4","Q96FF9-F1",0.258,0.376,0,63.5050515995872
"678","Q96FV0","LRRC46","3",0,1,"AF-Q96FV0-F1-model_v4","Q96FV0-F1",0.095,0.8,1,64.78599677159
"679","Q96GA7","SDSL","65",0,1,"AF-Q96GA7-F1-model_v4","Q96GA7-F1",0.161,0.786,1,95.1051007815714
"680","Q96GD4","AURKB","3",1878,3,"AF-Q96GD4-F1-model_v4","Q96GD4-F1",0.06,0.789,2,79.8540354046243
"681","Q96HA7","TONSL","3",0,2,"AF-Q96HA7-F1-model_v4","Q96HA7-F1",0.187,0.335,0,76.4887099820568
"682","Q96JY0","MAEL","51",0,1,"AF-Q96JY0-F1-model_v4","Q96JY0-F1",0.27,0.664,1,73.4034334392146
"683","Q96K78","ADGRG7","6",0,1,"AF-Q96K78-F1-model_v4","Q96K78-F1",0.222,0.577,4,79.3450376180567
"684","Q96KB5","PBK","3",10972,3,"AF-Q96KB5-F1-model_v4","Q96KB5-F1",0.152,0.901,1,84.9070023696682
"685","Q96KS9","FAM167A","35",0,1,"AF-Q96KS9-F1-model_v4","Q96KS9-F1",0.247,0.255,0,72.6644876325088
"686","Q96L03","SPATA17","69",0,1,"AF-Q96L03-F1-model_v4","Q96L03-F1",0.17,0.6,1,82.2441615109085
"687","Q96MM3","ZFP42","3",0,3,"AF-Q96MM3-F1-model_v4","Q96MM3-F1",-0.006,0.074,0,57.7139844389844
"688","Q96PC3","AP1S3","3",3718,5,"AF-Q96PC3-F1-model_v4","Q96PC3-F1",0.308,0.385,0,93.2561723602484
"689","Q96PH1","NOX5","3",625,2,"AF-Q96PH1-F1-model_v4","Q96PH1-F1",0.157,0.969,1,80.6309760498688
"690","Q96PJ5","FCRL4","3",0,1,"AF-Q96PJ5-F1-model_v4","Q96PJ5-F1",0.262,0.476,1,78.6658938755269
"691","Q96PR1","KCNC2","48",0,1,"AF-Q96PR1-F1-model_v4","Q96PR1-F1",0.089,0.487,1,68.9010414560162
"692","Q96Q77","CIB3","23",0,1,"AF-Q96Q77-F1-model_v4","Q96Q77-F1",0.254,0.88,2,87.9185826257348
"693","Q96Q89","KIF20B","3",0,4,"AF-Q96Q89-F1-model_v4","Q96Q89-F1",0.232,0.971,4,63.7483354768835
"694","Q96R06","SPAG5","3",3764,4,"AF-Q96R06-F1-model_v4","Q96R06-F1",0.223,0.887,2,63.8131142310147
"695","Q96T55","KCNK16","49",1,4,"AF-Q96T55-F1-model_v4","Q96T55-F1",0.14,0.811,4,82.1038649544325
"696","Q96T88","UHRF1","3",1345,4,"AF-Q96T88-F1-model_v4","Q96T88-F1",0.21,0.221,0,81.267136731777
"697","Q99435","NELL2","3",625,2,"AF-Q99435-F1-model_v4","Q99435-F1",0.254,0.523,1,80.3271710630232
"698","Q99502","EYA1","3",6531,5,"AF-Q99502-F1-model_v4","Q99502-F1",0.403,0.314,0,66.8820786640299
"699","Q99640","PKMYT1","3",16433,4,"AF-Q99640-F1-model_v4","Q99640-F1",0.142,0.674,1,75.590281030445
"700","Q99661","KIF2C","3",450,5,"AF-Q99661-F1-model_v4","Q99661-F1",0.07,0.558,2,74.6576222300387
"701","Q99741","CDC6","3",625,2,"AF-Q99741-F1-model_v4","Q99741-F1",0.244,0.922,2,69.8394804010939
"702","Q99877","H2BC15","3",4413,13,"AF-Q99877-F1-model_v4","Q99877-F1",0.313,0.935,1,87.691308793456
"703","Q99878","H2AC14","3",17681,12,"AF-Q99878-F1-model_v4","Q99878-F1",0.443,0.23,0,91.9054989816701
"704","Q99879","H2BC14","3",2317,10,"AF-Q99879-F1-model_v4","Q99879-F1",0.365,0.888,2,86.1224313326551
"705","Q99880","H2BC13","3",7073,20,"AF-Q99880-F1-model_v4","Q99880-F1",0.414,0.944,2,87.4487040816327
"706","Q99965","ADAM2","4",0,1,"AF-Q99965-F1-model_v4","Q99965-F1",0.209,0.267,0,81.3142547660312
"707","Q9BPU6","DPYSL5","3",625,2,"AF-Q9BPU6-F1-model_v4","Q9BPU6-F1",0.525,0.529,2,91.2202668213457
"708","Q9BPX3","NCAPG","3",542,2,"AF-Q9BPX3-F1-model_v4","Q9BPX3-F1",0.163,0.655,1,82.5022967581047
"709","Q9BRT9","GINS4","3",7600,3,"AF-Q9BRT9-F1-model_v4","Q9BRT9-F1",0.324,0.635,1,90.748319649699
"710","Q9BS16","CENPK","3",0,8,"AF-Q9BS16-F1-model_v4","Q9BS16-F1",0.253,0.599,1,81.7073108108108
"711","Q9BUF7","CRB3","3",625,2,"AF-Q9BUF7-F1-model_v4","Q9BUF7-F1",0.297,0.7,1,70.3484105960265
"712","Q9BUR5","APOO","11",0,2,"AF-Q9BUR5-F1-model_v4","Q9BUR5-F1",0.261,0.478,1,72.0614340101523
"713","Q9BVC3","DSCC1","3",0,1,"AF-Q9BVC3-F1-model_v4","Q9BVC3-F1",0.206,0.558,1,92.165723830735
"714","Q9BW19","KIFC1","3",723,5,"AF-Q9BW19-F1-model_v4","Q9BW19-F1",0.202,0.353,0,77.8832572975063
"715","Q9BWX5","GATA5","3",0,1,"AF-Q9BWX5-F1-model_v4","Q9BWX5-F1",0.385,0.36,0,59.9917022742936
"716","Q9BX63","BRIP1","3",4490,7,"AF-Q9BX63-F1-model_v4","Q9BX63-F1",0.061,0.665,1,64.8641492265696
"717","Q9BXN1","ASPN","3",0,1,"AF-Q9BXN1-F1-model_v4","Q9BXN1-F1",0.224,0.49,1,85.6342885245902
"718","Q9BXT2","CACNG6","3",48,2,"AF-Q9BXT2-F1-model_v4","Q9BXT2-F1",0.22,0.937,3,77.2799190692969
"719","Q9BXT4","TDRD1","3",0,1,"AF-Q9BXT4-F1-model_v4","Q9BXT4-F1",0.127,0.717,3,71.5959169998919
"720","Q9BYD1","MRPL13","1",0,2,"AF-Q9BYD1-F1-model_v4","Q9BYD1-F1",0.371,0.481,1,93.4965616438356
"721","Q9BYG5","PARD6B","3",0,1,"AF-Q9BYG5-F1-model_v4","Q9BYG5-F1",0.345,0.647,1,71.2440158566012
"722","Q9BZD4","NUF2","3",0,1,"AF-Q9BZD4-F1-model_v4","Q9BZD4-F1",0.317,0.622,2,89.4283280839895
"723","Q9BZS1","FOXP3","3",0,1,"AF-Q9BZS1-F1-model_v4","Q9BZS1-F1",0.09,0.491,1,58.0664491882141
"724","Q9C002","C15orf48","15",1,2,"AF-Q9C002-F1-model_v4","Q9C002-F1",0.212,0.018,0,89.8482448377581
"725","Q9C0B6","BRINP2","14",0,1,"AF-Q9C0B6-F1-model_v4","Q9C0B6-F1",0.301,0.219,0,77.9732157113204
"726","Q9GZZ8","LACRT","3",0,1,"AF-Q9GZZ8-F1-model_v4","Q9GZZ8-F1",0.479,0.147,0,56.9051696606786
"727","Q9H0H5","RACGAP1","3",7733,5,"AF-Q9H0H5-F1-model_v4","Q9H0H5-F1",0.133,0.584,2,69.8631812700965
"728","Q9H201","EPN3","3",0,4,"AF-Q9H201-F1-model_v4","Q9H201-F1",0.267,0.216,0,60.7978476269775
"729","Q9H211","CDT1","3",0,2,"AF-Q9H211-F1-model_v4","Q9H211-F1",0.393,0.234,0,74.9077927289896
"730","Q9H252","KCNH6","3",0,1,"AF-Q9H252-F1-model_v4","Q9H252-F1",0.175,0.823,4,68.0136849580374
"731","Q9H2U9","ADAM7","3",0,1,"AF-Q9H2U9-F1-model_v4","Q9H2U9-F1",0.103,0.468,1,75.1543417320207
"732","Q9H3R1","NDST4","3",0,1,"AF-Q9H3R1-F1-model_v4","Q9H3R1-F1",0.164,0.136,0,91.4207467714767
"733","Q9H3R5","CENPH","3",1193,8,"AF-Q9H3R5-F1-model_v4","Q9H3R5-F1",0.285,0.649,1,83.391973816717
"734","Q9H410","DSN1","3",41,2,"AF-Q9H410-F1-model_v4","Q9H410-F1",0.383,0.526,1,68.5805238774056
"735","Q9H427","KCNK15","49",0,4,"AF-Q9H427-F1-model_v4","Q9H427-F1",0.042,0.249,0,79.7542264003134
"736","Q9H4H8","FAM83D","3",60,2,"AF-Q9H4H8-F1-model_v4","Q9H4H8-F1",0.14,0.459,1,64.4271687279152
"737","Q9H4I0","RAD21L1","3",0,1,"AF-Q9H4I0-F1-model_v4","Q9H4I0-F1",0.059,0.118,0,61.5497386210005
"738","Q9H4K1","RIBC2","3",1349,5,"AF-Q9H4K1-F1-model_v4","Q9H4K1-F1",0.365,0.625,1,86.7487370730179
"739","Q9H5K3","POMK","21",0,1,"AF-Q9H5K3-F1-model_v4","Q9H5K3-F1",0.236,0.139,0,91.6573646723647
"740","Q9H5V8","CDCP1","3",0,1,"AF-Q9H5V8-F1-model_v4","Q9H5V8-F1",0.276,0.901,1,78.3538725490196
"741","Q9H7T9","AUNIP","3",0,1,"AF-Q9H7T9-F1-model_v4","Q9H7T9-F1",0.099,0.04,0,52.5727057576828
"742","Q9H7V2","SYNDIG1","3",0,1,"AF-Q9H7V2-F1-model_v4","Q9H7V2-F1",0.011,0.952,1,53.9037824351297
"743","Q9H853","TUBA4B","3",0,1,"AF-Q9H853-F1-model_v4","Q9H853-F1",0.064,0.333,0,71.460206185567
"744","Q9H8S5","CCNP","3",1857,2,"AF-Q9H8S5-F1-model_v4","Q9H8S5-F1",0.137,0.063,0,71.2770618120237
"745","Q9H8V3","ECT2","3",374,4,"AF-Q9H8V3-F1-model_v4","Q9H8V3-F1",0.116,0.537,1,71.662188876652
"746","Q9H910","JPT2","47",0,1,"AF-Q9H910-F1-model_v4","Q9H910-F1",0.227,0.224,0,61.095648476258
"747","Q9H967","WDR76","3",3472,7,"AF-Q9H967-F1-model_v4","Q9H967-F1",0.272,0.861,1,75.3804394032291
"748","Q9H9A7","RMI1","3",630,6,"AF-Q9H9A7-F1-model_v4","Q9H9A7-F1",0.133,0.928,1,67.9475899207478
"749","Q9H9Z2","LIN28A","3",0,1,"AF-Q9H9Z2-F1-model_v4","Q9H9Z2-F1",0.297,0.45,1,77.0704525455688
"750","Q9HAW4","CLSPN","3",2088,5,"AF-Q9HAW4-F1-model_v4","Q9HAW4-F1",0.285,0.322,0,51.8103624351109
"751","Q9HBE4","IL21","3",0,1,"AF-Q9HBE4-F1-model_v4","Q9HBE4-F1",0.14,0.514,1,84.1228680981595
"752","Q9HBE5","IL21R","3",0,1,"AF-Q9HBE5-F1-model_v4","Q9HBE5-F1",0.439,0.584,1,65.5127416646678
"753","Q9HBG4","ATP6V0A4","12",0,1,"AF-Q9HBG4-F1-model_v4","Q9HBG4-F1",0.147,0.977,1,82.9373032714412
"754","Q9HBH7","BEX1","3",0,1,"AF-Q9HBH7-F1-model_v4","Q9HBH7-F1",0.322,0.295,0,67.5774638379942
"755","Q9HBM1","SPC25","3",0,1,"AF-Q9HBM1-F1-model_v4","Q9HBM1-F1",0.39,0.708,1,90.2554752851711
"756","Q9HC84","MUC5B","3",2873,5,"AF-Q9HC84-F2-model_v4","Q9HC84-F2",1.024,0.544,1,81.8296381297019
"757","Q9HC84","MUC5B","3",2873,5,"AF-Q9HC84-F7-model_v4","Q9HC84-F7",0.316,0.464,1,54.5440509579301
"758","Q9HC84","MUC5B","3",2873,5,"AF-Q9HC84-F3-model_v4","Q9HC84-F3",0.067,0.207,0,75.11553673938
"759","Q9HC84","MUC5B","3",2873,5,"AF-Q9HC84-F5-model_v4","Q9HC84-F5",0.071,0.225,0,65.9286524822695
"760","Q9HC84","MUC5B","3",2873,5,"AF-Q9HC84-F6-model_v4","Q9HC84-F6",0.121,0.321,0,61.0455455875183
"761","Q9HC84","MUC5B","3",2873,5,"AF-Q9HC84-F23-model_v4","Q9HC84-F23",0.161,0.481,1,60.9324181615486
"762","Q9HC84","MUC5B","3",2873,5,"AF-Q9HC84-F4-model_v4","Q9HC84-F4",0.107,0.287,0,72.6600767680645
"763","Q9HC84","MUC5B","3",2873,5,"AF-Q9HC84-F22-model_v4","Q9HC84-F22",0.184,0.124,0,56.9629171632896
"764","Q9HC84","MUC5B","3",2873,5,"AF-Q9HC84-F1-model_v4","Q9HC84-F1",0.112,0.93,1,82.3506823372668
"765","Q9HC84","MUC5B","3",2873,5,"AF-Q9HC84-F21-model_v4","Q9HC84-F21",0.166,0.11,0,54.6158542663477
"766","Q9HCK4","ROBO2","3",3111,3,"AF-Q9HCK4-F1-model_v4","Q9HCK4-F1",0.097,0.325,0,67.1740093984962
"767","Q9NP55","BPIFA1","13",0,4,"AF-Q9NP55-F1-model_v4","Q9NP55-F1",0.101,0.777,1,79.192570516232
"768","Q9NP92","MRPS30","1",0,2,"AF-Q9NP92-F1-model_v4","Q9NP92-F1",0.185,0.908,1,88.2048057432432
"769","Q9NPC2","KCNK9","49",0,3,"AF-Q9NPC2-F1-model_v4","Q9NPC2-F1",0.032,0.923,1,76.3875101078167
"770","Q9NPD8","UBE2T","3",0,1,"AF-Q9NPD8-F1-model_v4","Q9NPD8-F1",0.273,0.383,0,86.0270896464646
"771","Q9NPI8","FANCF","3",0,1,"AF-Q9NPI8-F1-model_v4","Q9NPI8-F1",0.109,0.267,0,78.4228365706631
"772","Q9NQ36","SCUBE2","3",0,1,"AF-Q9NQ36-F1-model_v4","Q9NQ36-F1",0.149,0.536,1,71.9167333333333
"773","Q9NQ69","LHX9","50",0,1,"AF-Q9NQ69-F1-model_v4","Q9NQ69-F1",0.188,0.31,0,67.0967404033832
"774","Q9NQ86","TRIM36","3",2494,5,"AF-Q9NQ86-F1-model_v4","Q9NQ86-F1",0.186,0.822,2,78.8339442916094
"775","Q9NQM4","DNAAF6","3",0,1,"AF-Q9NQM4-F1-model_v4","Q9NQM4-F1",0.31,0.169,0,72.803501783591
"776","Q9NQW6","ANLN","3",1249,4,"AF-Q9NQW6-F1-model_v4","Q9NQW6-F1",0.121,0.76,1,59.8741904323827
"777","Q9NR82","KCNQ5","3",1869,5,"AF-Q9NR82-F1-model_v4","Q9NR82-F1",0.065,0.61,1,57.4257474944321
"778","Q9NRZ9","HELLS","3",0,1,"AF-Q9NRZ9-F1-model_v4","Q9NRZ9-F1",0.138,0.664,2,69.8982640622705
"779","Q9NS87","KIF15","3",7,4,"AF-Q9NS87-F1-model_v4","Q9NS87-F1",0.241,0.869,1,72.0212966758756
"780","Q9NSI5","IGSF5","3",0,1,"AF-Q9NSI5-F1-model_v4","Q9NSI5-F1",0.127,0.043,0,66.0230109254499
"781","Q9NSN8","SNTG1","68",0,1,"AF-Q9NSN8-F1-model_v4","Q9NSN8-F1",0.442,0.36,0,82.762644891945
"782","Q9NSP4","CENPM","3",2242,9,"AF-Q9NSP4-F1-model_v4","Q9NSP4-F1",0.181,0.514,1,89.7646820809249
"783","Q9NSV4","DIAPH3","3",0,1,"AF-Q9NSV4-F1-model_v4","Q9NSV4-F1",0.164,0.866,2,71.818128125
"784","Q9NTJ3","SMC4","3",634,3,"AF-Q9NTJ3-F1-model_v4","Q9NTJ3-F1",0.294,0.533,3,81.8996961192297
"785","Q9NUC0","SERTAD4","3",0,1,"AF-Q9NUC0-F1-model_v4","Q9NUC0-F1",0.223,0.507,1,52.97873596523
"786","Q9NV06","DCAF13","3",0,3,"AF-Q9NV06-F1-model_v4","Q9NV06-F1",0.031,0.369,0,92.6795956798671
"787","Q9NVH2","INTS7","3",0,1,"AF-Q9NVH2-F1-model_v4","Q9NVH2-F1",0.114,0.309,0,87.7481696905016
"788","Q9NVI1","FANCI","3",240,3,"AF-Q9NVI1-F1-model_v4","Q9NVI1-F1",0.132,0.901,3,83.4713298329356
"789","Q9NVN8","GNL3L","3",0,1,"AF-Q9NVN8-F1-model_v4","Q9NVN8-F1",0.138,0.362,0,72.8466702937976
"790","Q9NVP2","ASF1B","3",94,3,"AF-Q9NVP2-F1-model_v4","Q9NVP2-F1",0.391,0.346,0,85.6471954314721
"791","Q9NWS1","PARPBP","3",0,1,"AF-Q9NWS1-F1-model_v4","Q9NWS1-F1",0.091,0.612,2,70.6408720420684
"792","Q9NX02","NLRP2","56",0,1,"AF-Q9NX02-F1-model_v4","Q9NX02-F1",0.21,0.403,1,81.0309793936523
"793","Q9NXB9","ELOVL2","34",0,1,"AF-Q9NXB9-F1-model_v4","Q9NXB9-F1",0.217,0.984,1,87.6770568972575
"794","Q9NXL6","SIDT1","3",0,1,"AF-Q9NXL6-F1-model_v4","Q9NXL6-F1",0.211,1,6,80.4918290288476
"795","Q9NXZ1","SAGE1","3",625,2,"AF-Q9NXZ1-F1-model_v4","Q9NXZ1-F1",0.384,0.938,2,53.9924729943828
"796","Q9NY37","ASIC5","3",0,1,"AF-Q9NY37-F1-model_v4","Q9NY37-F1",0.224,0.785,1,84.2983415597236
"797","Q9NYK1","TLR7","3",0,1,"AF-Q9NYK1-F1-model_v4","Q9NYK1-F1",0.198,0.657,4,87.5433407703147
"798","Q9NYQ7","CELSR3","3",0,1,"AF-Q9NYQ7-F10-model_v4","Q9NYQ7-F10",0.19,0.914,1,66.6844962476548
"799","Q9NYQ7","CELSR3","3",0,1,"AF-Q9NYQ7-F9-model_v4","Q9NYQ7-F9",0.156,0.95,1,73.9963924528302
"800","Q9NYQ7","CELSR3","3",0,1,"AF-Q9NYQ7-F3-model_v4","Q9NYQ7-F3",0.073,0.882,1,82.9382132537981
"801","Q9NYQ7","CELSR3","3",0,1,"AF-Q9NYQ7-F8-model_v4","Q9NYQ7-F8",0.154,0.863,2,80.587005095301
"802","Q9NYQ7","CELSR3","3",0,1,"AF-Q9NYQ7-F4-model_v4","Q9NYQ7-F4",0.079,0.013,0,82.9091940326515
"803","Q9NYQ7","CELSR3","3",0,1,"AF-Q9NYQ7-F1-model_v4","Q9NYQ7-F1",0.188,0.146,0,74.7246680982168
"804","Q9NYQ7","CELSR3","3",0,1,"AF-Q9NYQ7-F11-model_v4","Q9NYQ7-F11",0.076,0.933,1,62.7510024009604
"805","Q9NYQ7","CELSR3","3",0,1,"AF-Q9NYQ7-F7-model_v4","Q9NYQ7-F7",0.235,0.801,2,81.481508580049
"806","Q9NYQ7","CELSR3","3",0,1,"AF-Q9NYQ7-F2-model_v4","Q9NYQ7-F2",0.156,0.242,0,80.1104547991071
"807","Q9NYQ7","CELSR3","3",0,1,"AF-Q9NYQ7-F6-model_v4","Q9NYQ7-F6",0.11,0.484,3,80.3015069137428
"808","Q9NYQ7","CELSR3","3",0,1,"AF-Q9NYQ7-F5-model_v4","Q9NYQ7-F5",0.144,0.932,1,82.6213371546702
"809","Q9NYW7","TAS2R1","3",0,2,"AF-Q9NYW7-F1-model_v4","Q9NYW7-F1",0.1,0.925,3,79.9903915910965
"810","Q9NYY1","IL20","46",0,1,"AF-Q9NYY1-F1-model_v4","Q9NYY1-F1",0.361,0.503,1,93.1809879175551
"811","Q9NZ53","PODXL2","3",640,2,"AF-Q9NZ53-F1-model_v4","Q9NZ53-F1",0.082,0.153,0,55.9402517513135
"812","Q9NZI8","IGF2BP1","3",0,1,"AF-Q9NZI8-F1-model_v4","Q9NZI8-F1",0.275,0.261,0,78.2643129343197
"813","Q9NZJ0","DTL","3",8698,5,"AF-Q9NZJ0-F1-model_v4","Q9NZJ0-F1",0.101,0.511,2,63.439316223977
"814","Q9NZT1","CALML5","3",19329,13,"AF-Q9NZT1-F1-model_v4","Q9NZT1-F1",0.334,0.796,1,82.5713901345292
"815","Q9NZU0","FLRT3","3",4954,5,"AF-Q9NZU0-F1-model_v4","Q9NZU0-F1",0.14,0.128,0,75.0194255111977
"816","Q9P035","HACD3","34",0,1,"AF-Q9P035-F1-model_v4","Q9P035-F1",0.082,0.96,2,88.7885658153242
"817","Q9P2E7","PCDH10","3",0,1,"AF-Q9P2E7-F1-model_v4","Q9P2E7-F1",0.092,0.243,0,74.0610170132325
"818","Q9P2K9","DISP3","3",0,1,"AF-Q9P2K9-F1-model_v4","Q9P2K9-F1",0.111,0.668,2,71.0231260426321
"819","Q9P2W3","GNG13","3",9495,11,"AF-Q9P2W3-F1-model_v4","Q9P2W3-F1",0.356,0.125,0,87.884631956912
"820","Q9UBC0","ONECUT1","3",0,1,"AF-Q9UBC0-F1-model_v4","Q9UBC0-F1",0.432,0.139,0,60.91673828125
"821","Q9UBM7","DHCR7","32",0,1,"AF-Q9UBM7-F1-model_v4","Q9UBM7-F1",0.132,0.991,1,91.715849935317
"822","Q9UBN1","CACNG4","3",1869,3,"AF-Q9UBN1-F1-model_v4","Q9UBN1-F1",0.125,0.712,1,65.7244111931597
"823","Q9UF02","CACNG5","3",0,2,"AF-Q9UF02-F1-model_v4","Q9UF02-F1",0.287,0.464,1,72.7408198986642
"824","Q9UF47","DNAJC5B","3",625,2,"AF-Q9UF47-F1-model_v4","Q9UF47-F1",0.16,0.286,0,75.6524633991089
"825","Q9UFD9","RIMBP3","3",625,2,"AF-Q9UFD9-F1-model_v4","Q9UFD9-F1",0.346,0.5,1,58.6931520025229
"826","Q9UGM1","CHRNA9","22",5,3,"AF-Q9UGM1-F1-model_v4","Q9UGM1-F1",0.236,0.45,2,81.0061021784232
"827","Q9UH17","APOBEC3B","10",0,1,"AF-Q9UH17-F1-model_v4","Q9UH17-F1",0.283,0.593,1,88.3310271437384
"828","Q9UHC6","CNTNAP2","3",625,2,"AF-Q9UHC6-F1-model_v4","Q9UHC6-F1",0.433,0.937,2,84.1847244320905
"829","Q9UHD0","IL19","46",0,1,"AF-Q9UHD0-F1-model_v4","Q9UHD0-F1",0.382,0.254,0,87.7833030726257
"830","Q9UJC3","HOOK1","3",0,1,"AF-Q9UJC3-F1-model_v4","Q9UJC3-F1",0.269,0.603,3,82.6753444782168
"831","Q9UJQ4","SALL4","3",0,1,"AF-Q9UJQ4-F1-model_v4","Q9UJQ4-F1",0.204,0.29,0,51.4478101169293
"832","Q9UJU2","LEF1","3",3,2,"AF-Q9UJU2-F1-model_v4","Q9UJU2-F1",0.14,0.477,1,57.8391961414791
"833","Q9UK76","JPT1","47",0,1,"AF-Q9UK76-F1-model_v4","Q9UK76-F1",0.318,0.144,0,62.1725044404973
"834","Q9UKL4","GJD2","3",0,1,"AF-Q9UKL4-F1-model_v4","Q9UKL4-F1",0.473,0.781,2,73.5079196217494
"835","Q9UKT4","FBXO5","3",837,2,"AF-Q9UKT4-F1-model_v4","Q9UKT4-F1",0.455,0.314,0,60.2745187089403
"836","Q9UKW4","VAV3","3",0,4,"AF-Q9UKW4-F1-model_v4","Q9UKW4-F1",0.067,0.117,0,84.4155135292406
"837","Q9UKX5","ITGA11","3",0,1,"AF-Q9UKX5-F1-model_v4","Q9UKX5-F1",0.349,0.551,1,85.7861912858661
"838","Q9UL19","PLAAT4","20",0,1,"AF-Q9UL19-F1-model_v4","Q9UL19-F1",0.278,0.762,1,76.6071965544244
"839","Q9ULB5","CDH7","3",624,2,"AF-Q9ULB5-F1-model_v4","Q9ULB5-F1",0.228,0.412,1,77.49988091354
"840","Q9ULW0","TPX2","3",2,2,"AF-Q9ULW0-F1-model_v4","Q9ULW0-F1",0.402,0.656,1,64.2385140295534
"841","Q9ULX7","CA14","16",0,2,"AF-Q9ULX7-F1-model_v4","Q9ULX7-F1",0.113,0.238,0,91.1025516723036
"842","Q9ULZ3","PYCARD","61",0,1,"AF-Q9ULZ3-F1-model_v4","Q9ULZ3-F1",0.227,0.5,1,71.8826084099869
"843","Q9UMR3","TBX20","3",0,1,"AF-Q9UMR3-F1-model_v4","Q9UMR3-F1",0.09,0.559,2,68.1721142197866
"844","Q9UN88","GABRQ","36",5,6,"AF-Q9UN88-F1-model_v4","Q9UN88-F1",0.306,0.665,3,67.6604743160795
"845","Q9UNG2","TNFSF18","3",0,1,"AF-Q9UNG2-F1-model_v4","Q9UNG2-F1",0.395,0.392,0,81.1590425531915
"846","Q9UNK4","PLA2G2D","59",0,1,"AF-Q9UNK4-F1-model_v4","Q9UNK4-F1",0.034,0.968,1,92.6282536924414
"847","Q9UNS1","TIMELESS","3",17205,6,"AF-Q9UNS1-F1-model_v4","Q9UNS1-F1",0.482,0.784,2,75.0644755459859
"848","Q9UP52","TFR2","3",625,2,"AF-Q9UP52-F1-model_v4","Q9UP52-F1",0.069,0.843,1,83.9593323773104
"849","Q9UPW8","UNC13A","3",2488,2,"AF-Q9UPW8-F1-model_v4","Q9UPW8-F1",0.183,0.335,0,73.2932404129793
"850","Q9UPY5","SLC7A11","3",625,2,"AF-Q9UPY5-F1-model_v4","Q9UPY5-F1",0.376,0.758,3,86.6098338020966
"851","Q9UQ72","PSG11","3",0,1,"AF-Q9UQ72-F1-model_v4","Q9UQ72-F1",0.377,0.498,1,88.3471957268218
"852","Q9UQ84","EXO1","3",0,4,"AF-Q9UQ84-F1-model_v4","Q9UQ84-F1",0.203,0.552,1,63.6393491751173
"853","Q9UQB3","CTNND2","3",1625,2,"AF-Q9UQB3-F1-model_v4","Q9UQB3-F1",0.117,0.818,1,58.6442651791461
"854","Q9Y248","GINS2","3",0,2,"AF-Q9Y248-F1-model_v4","Q9Y248-F1",0.258,0.318,0,93.4044784053156
"855","Q9Y257","KCNK6","49",0,4,"AF-Q9Y257-F1-model_v4","Q9Y257-F1",0.232,0.652,5,82.0919622641509
"856","Q9Y261","FOXA2","3",1248,3,"AF-Q9Y261-F1-model_v4","Q9Y261-F1",0.438,0.623,2,58.2962910381544
"857","Q9Y2K9","STXBP5L","28",0,1,"AF-Q9Y2K9-F1-model_v4","Q9Y2K9-F1",0.105,0.432,1,77.3461648126148
"858","Q9Y2T4","PPP2R2C","3",4348,5,"AF-Q9Y2T4-F1-model_v4","Q9Y2T4-F1",0.025,0.091,0,89.6425807341982
