"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"579","Q9BXN1","ASPN","3",0,1,1.02881324051178,"AF-Q9BXN1-F1-model_v4","Q9BXN1-F1",0.224,0.49,1,85.6342885245902
"580","Q9BXW9","FANCD2","3",1269,8,1.61494048616895,"AF-Q9BXW9-F1-model_v4","Q9BXW9-F1",0.146,0.685,1,77.5114241110147
"581","Q9BY11","PACSIN1","3",0,1,2.17429315853831,"AF-Q9BY11-F1-model_v4","Q9BY11-F1",0.285,0.562,1,85.3939419318816
"582","Q9BYD1","MRPL13","3",1085,5,1.52378077280703,"AF-Q9BYD1-F1-model_v4","Q9BYD1-F1",0.371,0.481,1,93.4965616438356
"583","Q9BYG5","PARD6B","3",0,1,2.70202006782645,"AF-Q9BYG5-F1-model_v4","Q9BYG5-F1",0.345,0.647,1,71.2440158566012
"584","Q9BYK8","HELZ2","3",0,2,1.03375043390793,"AF-Q9BYK8-F1-model_v4","Q9BYK8-F1",1.652,0.592,3,78.1280700993154
"585","Q9BZD4","NUF2","3",543,2,2.95992068511484,"AF-Q9BZD4-F1-model_v4","Q9BZD4-F1",0.317,0.622,2,89.4283280839895
"586","Q9C002","C15orf48","3",542,2,1.18598280812008,"AF-Q9C002-F1-model_v4","Q9C002-F1",0.212,0.018,0,89.8482448377581
"587","Q9C0H9","SRCIN1","3",0,1,1.1525773719901,"AF-Q9C0H9-F1-model_v4","Q9C0H9-F1",0.101,0.554,1,55.4082986577181
"588","Q9H0F6","SHARPIN","3",0,1,1.01778271353408,"AF-Q9H0F6-F1-model_v4","Q9H0F6-F1",0.074,0.831,1,75.6779537366548
"589","Q9H0H5","RACGAP1","3",5192,6,2.16579464704526,"AF-Q9H0H5-F1-model_v4","Q9H0H5-F1",0.133,0.584,2,69.8631812700965
"590","Q9H201","EPN3","3",0,1,2.17184235949774,"AF-Q9H201-F1-model_v4","Q9H201-F1",0.267,0.216,0,60.7978476269775
"591","Q9H211","CDT1","3",544,3,1.92835699705958,"AF-Q9H211-F1-model_v4","Q9H211-F1",0.393,0.234,0,74.9077927289896
"592","Q9H3R5","CENPH","3",0,3,1.22534895371777,"AF-Q9H3R5-F1-model_v4","Q9H3R5-F1",0.285,0.649,1,83.391973816717
"593","Q9H410","DSN1","3",825,3,1.47662401856735,"AF-Q9H410-F1-model_v4","Q9H410-F1",0.383,0.526,1,68.5805238774056
"594","Q9H427","KCNK15","24",0,2,2.32302957879512,"AF-Q9H427-F1-model_v4","Q9H427-F1",0.042,0.249,0,79.7542264003134
"595","Q9H4H8","FAM83D","3",0,2,2.81712548245984,"AF-Q9H4H8-F1-model_v4","Q9H4H8-F1",0.14,0.459,1,64.4271687279152
"596","Q9H4K1","RIBC2","3",2900,4,1.82023021991155,"AF-Q9H4K1-F1-model_v4","Q9H4K1-F1",0.365,0.625,1,86.7487370730179
"597","Q9H5K3","POMK","3",543,2,1.0895897313115,"AF-Q9H5K3-F1-model_v4","Q9H5K3-F1",0.236,0.139,0,91.6573646723647
"598","Q9H611","PIF1","3",0,1,1.64648602636618,"AF-Q9H611-F1-model_v4","Q9H611-F1",0.062,0.368,0,77.9793572740257
"599","Q9H6L5","RETREG1","25",0,1,1.2776004738065,"AF-Q9H6L5-F1-model_v4","Q9H6L5-F1",0.078,0.642,3,61.5766710046851
"600","Q9H6T0","ESRP2","3",0,1,1.07415814374331,"AF-Q9H6T0-F1-model_v4","Q9H6T0-F1",0.052,0.103,0,74.3253738656987
"601","Q9H773","DCTPP1","11",0,1,1.19191298985605,"AF-Q9H773-F1-model_v4","Q9H773-F1",0.339,0.616,1,85.4051443768997
"602","Q9H7B4","SMYD3","3",0,1,1.19219056959437,"AF-Q9H7B4-F1-model_v4","Q9H7B4-F1",0.271,0.373,0,97.3461927007299
"603","Q9H7T9","AUNIP","3",0,1,1.82070112260062,"AF-Q9H7T9-F1-model_v4","Q9H7T9-F1",0.099,0.04,0,52.5727057576828
"604","Q9H8S5","CCNP","3",0,2,3.27878321765557,"AF-Q9H8S5-F1-model_v4","Q9H8S5-F1",0.137,0.063,0,71.2770618120237
"605","Q9H8V3","ECT2","3",6,3,2.09252331639886,"AF-Q9H8V3-F1-model_v4","Q9H8V3-F1",0.116,0.537,1,71.662188876652
"606","Q9H900","ZWILCH","3",0,1,1.13604263853914,"AF-Q9H900-F1-model_v4","Q9H900-F1",0.299,0.629,3,82.9809499683344
"607","Q9H910","JPT2","3",0,1,1.4425929627934,"AF-Q9H910-F1-model_v4","Q9H910-F1",0.227,0.224,0,61.095648476258
"608","Q9H967","WDR76","3",5236,11,1.55923770116042,"AF-Q9H967-F1-model_v4","Q9H967-F1",0.272,0.861,1,75.3804394032291
"609","Q9H9A7","RMI1","3",466,7,1.40828589092712,"AF-Q9H9A7-F1-model_v4","Q9H9A7-F1",0.133,0.928,1,67.9475899207478
"610","Q9H9B4","SFXN1","34",0,1,1.21600613072983,"AF-Q9H9B4-F1-model_v4","Q9H9B4-F1",0.053,0.363,0,86.1168585131894
"611","Q9HAW0","BRF2","3",543,2,1.26929505658003,"AF-Q9HAW0-F1-model_v4","Q9HAW0-F1",0.18,0.414,1,85.0053114452286
"612","Q9HAW4","CLSPN","3",1311,7,2.42411030032678,"AF-Q9HAW4-F1-model_v4","Q9HAW4-F1",0.285,0.322,0,51.8103624351109
"613","Q9HB71","CACYBP","3",0,1,1.12226320007657,"AF-Q9HB71-F1-model_v4","Q9HB71-F1",0.347,0.593,1,81.6984230560087
"614","Q9HBM1","SPC25","3",0,1,2.33311297275534,"AF-Q9HBM1-F1-model_v4","Q9HBM1-F1",0.39,0.708,1,90.2554752851711
"615","Q9HC29","NOD2","3",543,2,1.11501451770793,"AF-Q9HC29-F1-model_v4","Q9HC29-F1",0.114,0.82,2,85.2249623596199
"616","Q9HC52","CBX8","3",0,1,1.47207683174753,"AF-Q9HC52-F1-model_v4","Q9HC52-F1",0.113,0.454,1,63.8136259416967
"617","Q9HC84","MUC5B","3",3564,3,2.48331611170908,"AF-Q9HC84-F21-model_v4","Q9HC84-F21",0.166,0.11,0,54.6158542663477
"618","Q9HC84","MUC5B","3",3564,3,2.48331611170908,"AF-Q9HC84-F23-model_v4","Q9HC84-F23",0.161,0.481,1,60.9324181615486
"619","Q9HC84","MUC5B","3",3564,3,2.48331611170908,"AF-Q9HC84-F2-model_v4","Q9HC84-F2",1.024,0.544,1,81.8296381297019
"620","Q9HC84","MUC5B","3",3564,3,2.48331611170908,"AF-Q9HC84-F3-model_v4","Q9HC84-F3",0.067,0.207,0,75.11553673938
"621","Q9HC84","MUC5B","3",3564,3,2.48331611170908,"AF-Q9HC84-F7-model_v4","Q9HC84-F7",0.316,0.464,1,54.5440509579301
"622","Q9HC84","MUC5B","3",3564,3,2.48331611170908,"AF-Q9HC84-F4-model_v4","Q9HC84-F4",0.107,0.287,0,72.6600767680645
"623","Q9HC84","MUC5B","3",3564,3,2.48331611170908,"AF-Q9HC84-F22-model_v4","Q9HC84-F22",0.184,0.124,0,56.9629171632896
"624","Q9HC84","MUC5B","3",3564,3,2.48331611170908,"AF-Q9HC84-F6-model_v4","Q9HC84-F6",0.121,0.321,0,61.0455455875183
"625","Q9HC84","MUC5B","3",3564,3,2.48331611170908,"AF-Q9HC84-F5-model_v4","Q9HC84-F5",0.071,0.225,0,65.9286524822695
"626","Q9HC84","MUC5B","3",3564,3,2.48331611170908,"AF-Q9HC84-F1-model_v4","Q9HC84-F1",0.112,0.93,1,82.3506823372668
"627","Q9HCC0","MCCC2","3",0,1,1.07501163926685,"AF-Q9HCC0-F1-model_v4","Q9HCC0-F1",0.35,0.786,1,95.2920866141732
"628","Q9HCD6","TANC2","3",0,1,1.44059643564612,"AF-Q9HCD6-F1-model_v4","Q9HCD6-F1",0.116,0.695,1,60.2789312779325
"629","Q9HCK4","ROBO2","4",2,2,2.93596134669668,"AF-Q9HCK4-F1-model_v4","Q9HCK4-F1",0.097,0.325,0,67.1740093984962
"630","Q9HDC5","JPH1","10",0,1,1.81289394938512,"AF-Q9HDC5-F1-model_v4","Q9HDC5-F1",0.144,0.413,1,66.0123494453249
"631","Q9NP92","MRPS30","3",2155,3,1.68229049250573,"AF-Q9NP92-F1-model_v4","Q9NP92-F1",0.185,0.908,1,88.2048057432432
"632","Q9NPD3","EXOSC4","3",41,3,1.08120044948229,"AF-Q9NPD3-F1-model_v4","Q9NPD3-F1",0.335,0.159,0,89.831854054054
"633","Q9NPD8","UBE2T","3",0,1,2.80772015036096,"AF-Q9NPD8-F1-model_v4","Q9NPD8-F1",0.273,0.383,0,86.0270896464646
"634","Q9NPE6","SPAG4","3",0,1,1.39153827900303,"AF-Q9NPE6-F1-model_v4","Q9NPE6-F1",0.378,0.975,1,71.5642399294325
"635","Q9NPI8","FANCF","3",0,2,1.01790022161772,"AF-Q9NPI8-F1-model_v4","Q9NPI8-F1",0.109,0.267,0,78.4228365706631
"636","Q9NQ86","TRIM36","3",1626,5,1.67854592388519,"AF-Q9NQ86-F1-model_v4","Q9NQ86-F1",0.186,0.822,2,78.8339442916094
"637","Q9NQW6","ANLN","3",1085,5,2.48404764093398,"AF-Q9NQW6-F1-model_v4","Q9NQW6-F1",0.121,0.76,1,59.8741904323827
"638","Q9NRZ9","HELLS","3",0,1,1.79280193678469,"AF-Q9NRZ9-F1-model_v4","Q9NRZ9-F1",0.138,0.664,2,69.8982640622705
"639","Q9NS87","KIF15","3",994,6,2.39811031465361,"AF-Q9NS87-F1-model_v4","Q9NS87-F1",0.241,0.869,1,72.0212966758756
"640","Q9NSP4","CENPM","3",0,5,2.07452120906333,"AF-Q9NSP4-F1-model_v4","Q9NSP4-F1",0.181,0.514,1,89.7646820809249
"641","Q9NSV4","DIAPH3","3",3159,2,2.09016077122133,"AF-Q9NSV4-F1-model_v4","Q9NSV4-F1",0.164,0.866,2,71.818128125
"642","Q9NTJ3","SMC4","3",964,2,1.6886253536561,"AF-Q9NTJ3-F1-model_v4","Q9NTJ3-F1",0.294,0.533,3,81.8996961192297
"643","Q9NUG6","PDRG1","3",318,2,1.08611600233727,"AF-Q9NUG6-F1-model_v4","Q9NUG6-F1",0.441,0.481,1,92.0782504604052
"644","Q9NUQ9","CYRIB","3",0,1,1.16801634352164,"AF-Q9NUQ9-F1-model_v4","Q9NUQ9-F1",0.134,0.494,1,92.1738115548662
"645","Q9NV06","DCAF13","3",0,2,1.32473750628043,"AF-Q9NV06-F1-model_v4","Q9NV06-F1",0.031,0.369,0,92.6795956798671
"646","Q9NV56","MRGBP","3",0,1,1.02021436774249,"AF-Q9NV56-F1-model_v4","Q9NV56-F1",0.137,0.441,1,67.8536096938775
"647","Q9NVH2","INTS7","3",0,1,1.28300112226301,"AF-Q9NVH2-F1-model_v4","Q9NVH2-F1",0.114,0.309,0,87.7481696905016
"648","Q9NVI1","FANCI","3",939,6,2.05092800762712,"AF-Q9NVI1-F1-model_v4","Q9NVI1-F1",0.132,0.901,3,83.4713298329356
"649","Q9NVP2","ASF1B","3",0,1,2.42782331943416,"AF-Q9NVP2-F1-model_v4","Q9NVP2-F1",0.391,0.346,0,85.6471954314721
"650","Q9NWS1","PARPBP","3",0,1,1.7152879463559,"AF-Q9NWS1-F1-model_v4","Q9NWS1-F1",0.091,0.612,2,70.6408720420684
"651","Q9NXB9","ELOVL2","16",0,1,2.09942678438963,"AF-Q9NXB9-F1-model_v4","Q9NXB9-F1",0.217,0.984,1,87.6770568972575
"652","Q9NY33","DPP3","3",0,1,1.39479501642777,"AF-Q9NY33-F1-model_v4","Q9NY33-F1",0.349,0.956,2,95.5503187114462
"653","Q9NY47","CACNA2D2","10",8,3,1.45973417218532,"AF-Q9NY47-F1-model_v4","Q9NY47-F1",0.213,0.287,0,81.4912239099552
"654","Q9NYG5","ANAPC11","3",285,7,1.13489107071969,"AF-Q9NYG5-F1-model_v4","Q9NYG5-F1",0.298,0.577,1,93.5167547723935
"655","Q9NYP3","DONSON","3",0,1,1.26217597501422,"AF-Q9NYP3-F1-model_v4","Q9NYP3-F1",0.154,0.977,1,72.3494840461643
"656","Q9NYP9","MIS18A","3",175,12,1.08345847514845,"AF-Q9NYP9-F1-model_v4","Q9NYP9-F1",0.239,0.347,0,79.2392693809258
"657","Q9NZJ0","DTL","3",0,2,2.98685122219344,"AF-Q9NZJ0-F1-model_v4","Q9NZJ0-F1",0.101,0.511,2,63.439316223977
"658","Q9P035","HACD3","16",0,1,1.03375574601322,"AF-Q9P035-F1-model_v4","Q9P035-F1",0.082,0.96,2,88.7885658153242
"659","Q9P0X4","CACNA1I","10",14,2,1.12087365368774,"AF-Q9P0X4-F1-model_v4","Q9P0X4-F1",0.191,0.949,3,60.5777642276423
"660","Q9P1W3","TMEM63C","3",0,1,1.09929875738425,"AF-Q9P1W3-F1-model_v4","Q9P1W3-F1",0.125,0.649,1,74.5734985555725
"661","Q9P2H5","USP35","3",0,1,1.11513807160671,"AF-Q9P2H5-F1-model_v4","Q9P2H5-F1",0.064,0.684,1,76.8413862380713
"662","Q9P2M7","CGN","3",3032,3,1.1200944805146,"AF-Q9P2M7-F1-model_v4","Q9P2M7-F1",0.153,0.528,1,70.8098504809703
"663","Q9P2W1","PSMC3IP","3",0,1,1.21239070735841,"AF-Q9P2W1-F1-model_v4","Q9P2W1-F1",0.194,0.666,1,92.4803205495135
"664","Q9UBC3","DNMT3B","3",543,2,1.10886236644672,"AF-Q9UBC3-F1-model_v4","Q9UBC3-F1",0.077,0.203,0,73.5754261490406
"665","Q9UBE8","NLK","3",543,2,1.03048208792394,"AF-Q9UBE8-F1-model_v4","Q9UBE8-F1",0.291,0.347,0,76.6844333414575
"666","Q9UBL3","ASH2L","3",1625,4,1.05931742173352,"AF-Q9UBL3-F1-model_v4","Q9UBL3-F1",0.075,0.705,1,77.2505083694978
"667","Q9UBN1","CACNG4","10",20,4,2.31302947008792,"AF-Q9UBN1-F1-model_v4","Q9UBN1-F1",0.125,0.712,1,65.7244111931597
"668","Q9UBU7","DBF4","3",240,2,1.17745153983028,"AF-Q9UBU7-F1-model_v4","Q9UBU7-F1",0.154,0.902,1,54.9596502590674
"669","Q9UI08","EVL","3",0,1,1.27824797536672,"AF-Q9UI08-F1-model_v4","Q9UI08-F1",0.363,0.64,1,70.9262947570332
"670","Q9UI36","DACH1","3",0,1,1.08365432940419,"AF-Q9UI36-F1-model_v4","Q9UI36-F1",0.264,0.246,0,57.916025477707
"671","Q9UI46","DNAI1","15",0,1,1.70669397566544,"AF-Q9UI46-F1-model_v4","Q9UI46-F1",0.129,0.767,3,80.0319297616915
"672","Q9UJQ4","SALL4","3",0,1,1.49133875781735,"AF-Q9UJQ4-F1-model_v4","Q9UJQ4-F1",0.204,0.29,0,51.4478101169293
"673","Q9UJU2","LEF1","3",1203,2,1.46271286144445,"AF-Q9UJU2-F1-model_v4","Q9UJU2-F1",0.14,0.477,1,57.8391961414791
"674","Q9UK76","JPT1","3",0,1,1.79922476748693,"AF-Q9UK76-F1-model_v4","Q9UK76-F1",0.318,0.144,0,62.1725044404973
"675","Q9UKT4","FBXO5","3",1042,2,1.26397709367477,"AF-Q9UKT4-F1-model_v4","Q9UKT4-F1",0.455,0.314,0,60.2745187089403
"676","Q9UL16","CFAP45","3",0,2,2.38871879237089,"AF-Q9UL16-F1-model_v4","Q9UL16-F1",0.131,0.728,3,74.8098890580814
"677","Q9UL46","PSME2","3",0,1,1.01694259821585,"AF-Q9UL46-F1-model_v4","Q9UL46-F1",0.249,0.472,1,91.7518818040435
"678","Q9ULR3","PPM1H","32",0,1,1.29631907013374,"AF-Q9ULR3-F1-model_v4","Q9ULR3-F1",0.224,0.7,2,85.4888858079153
"679","Q9ULW0","TPX2","3",2,2,2.87842010764251,"AF-Q9ULW0-F1-model_v4","Q9ULW0-F1",0.402,0.656,1,64.2385140295534
"680","Q9ULX7","CA14","8",0,1,1.18129740522745,"AF-Q9ULX7-F1-model_v4","Q9ULX7-F1",0.113,0.238,0,91.1025516723036
"681","Q9UMW8","USP18","3",0,1,1.22847831322587,"AF-Q9UMW8-F1-model_v4","Q9UMW8-F1",0.065,0.678,1,84.0559308510638
"682","Q9UNS1","TIMELESS","3",1129,2,1.83880118186829,"AF-Q9UNS1-F1-model_v4","Q9UNS1-F1",0.482,0.784,2,75.0644755459859
"683","Q9UP52","TFR2","3",543,2,2.74894306203423,"AF-Q9UP52-F1-model_v4","Q9UP52-F1",0.069,0.843,1,83.9593323773104
"684","Q9UPY5","SLC7A11","3",543,2,2.51208269102299,"AF-Q9UPY5-F1-model_v4","Q9UPY5-F1",0.376,0.758,3,86.6098338020966
"685","Q9UQ84","EXO1","3",145,4,2.80967900187858,"AF-Q9UQ84-F1-model_v4","Q9UQ84-F1",0.203,0.552,1,63.6393491751173
"686","Q9UQB3","CTNND2","3",1938,2,1.53796630419311,"AF-Q9UQB3-F1-model_v4","Q9UQB3-F1",0.117,0.818,1,58.6442651791461
"687","Q9UQB8","BAIAP2","3",8671,3,1.06355746816776,"AF-Q9UQB8-F1-model_v4","Q9UQB8-F1",0.28,0.235,0,73.1914502923977
"688","Q9Y248","GINS2","3",28,2,2.22472501349749,"AF-Q9Y248-F1-model_v4","Q9Y248-F1",0.258,0.318,0,93.4044784053156
"689","Q9Y257","KCNK6","24",0,2,1.18267279004187,"AF-Q9Y257-F1-model_v4","Q9Y257-F1",0.232,0.652,5,82.0919622641509
"690","Q9Y2T4","PPP2R2C","3",1626,4,2.84799888122995,"AF-Q9Y2T4-F1-model_v4","Q9Y2T4-F1",0.025,0.091,0,89.6425807341982
"691","Q9Y2Y1","POLR3K","3",0,1,1.64179404281201,"AF-Q9Y2Y1-F1-model_v4","Q9Y2Y1-F1",0.415,0.214,0,84.7603146853147
"692","Q9Y365","STARD10","26",0,1,1.89649725720348,"AF-Q9Y365-F1-model_v4","Q9Y365-F1",0.06,0.681,2,88.151533161068
"693","Q9Y3D9","MRPS23","3",0,3,1.30841164836327,"AF-Q9Y3D9-F1-model_v4","Q9Y3D9-F1",0.32,0.317,0,78.1829805194805
"694","Q9Y3L5","RAP2C","3",0,1,1.20414861478345,"AF-Q9Y3L5-F1-model_v4","Q9Y3L5-F1",0.187,0.857,1,91.2023553719008
"695","Q9Y448","KNSTRN","3",0,1,1.33702088068562,"AF-Q9Y448-F1-model_v4","Q9Y448-F1",0.402,0.413,1,68.648542591845
"696","Q9Y4I5","TESMIN","3",0,1,2.35370165457574,"AF-Q9Y4I5-F1-model_v4","Q9Y4I5-F1",0.14,0.276,0,54.3823253388947
"697","Q9Y4Z0","LSM4","3",0,1,1.13844054482655,"AF-Q9Y4Z0-F1-model_v4","Q9Y4Z0-F1",0.486,0.382,0,77.6395806150979
"698","Q9Y5J1","UTP18","3",1093,3,1.03222740126736,"AF-Q9Y5J1-F1-model_v4","Q9Y5J1-F1",0.173,0.557,1,78.056350885261
"699","Q9Y5N6","ORC6","3",0,2,2.03199177591159,"AF-Q9Y5N6-F1-model_v4","Q9Y5N6-F1",0.216,0.425,1,81.544630290668
"700","Q9Y5U5","TNFRSF18","37",0,1,1.79811986167632,"AF-Q9Y5U5-F1-model_v4","Q9Y5U5-F1",0.145,0.11,0,73.0103484513274
"701","Q9Y5Y0","FLVCR1","3",0,1,1.66047260969284,"AF-Q9Y5Y0-F1-model_v4","Q9Y5Y0-F1",0.308,0.63,2,78.9497157745144
"702","Q9Y620","RAD54B","3",3727,3,2.00307771719829,"AF-Q9Y620-F1-model_v4","Q9Y620-F1",0.092,0.573,1,71.8059425096739
"703","Q9Y6A5","TACC3","3",0,1,1.86437797633805,"AF-Q9Y6A5-F1-model_v4","Q9Y6A5-F1",0.259,0.4,1,58.3400047378395
"704","Q9Y6D6","ARFGEF1","3",0,1,1.22224001221543,"AF-Q9Y6D6-F1-model_v4","Q9Y6D6-F1",0.333,0.838,5,75.9528531478071
"705","Q9Y6K5","OAS3","3",0,2,1.65813131593328,"AF-Q9Y6K5-F1-model_v4","Q9Y6K5-F1",0.107,0.413,2,86.8156041251611
"706","Q9Y6M9","NDUFB9","3",3773,4,1.08532194947539,"AF-Q9Y6M9-F1-model_v4","Q9Y6M9-F1",-0.051,0.948,1,96.1323201555412
"707","Q9Y6Q5","AP1M2","3",543,3,1.33158313651783,"AF-Q9Y6Q5-F1-model_v4","Q9Y6Q5-F1",0.188,0.268,0,93.091293078056
"708","Q9Y6U3","SCIN","3",0,1,1.49960916267496,"AF-Q9Y6U3-F1-model_v4","Q9Y6U3-F1",0.209,0.626,1,82.0766502202643
