Gene,Essential CEG
SPCC338.16,Non-essential
SPAC10F6.13c,Non-essential
SPAC3H1.03,Non-essential
SPBC365.08c,Non-essential
SPAC630.06c,Non-essential
SPAC17G6.17,Non-essential
SPAC1834.03c,Non-essential
SPBC1861.03,Non-essential
SPAPB1A10.02,Essential
SPAC4C5.01,Non-essential
SPBC1709.13c,Non-essential
SPAC4F10.15c,Non-essential
SPAC3F10.15c,Non-essential
SPBC16A3.08c,Non-essential
SPBC1709.10c,Non-essential
SPAC26H5.07c,Non-essential
SPAC13G6.04,Non-essential
SPAC12G12.16c,Non-essential
SPAC26H5.13c,Essential
SPAC23A1.07,Non-essential
SPBC15D4.05,Non-essential
SPAP27G11.05c,Non-essential
SPCC576.12c,Non-essential
SPAC25B8.07c,Non-essential
SPBC839.12,Essential
SPBC1703.10,Essential
SPCC16A11.06c,Essential
SPBC2F12.03c,Non-essential
SPCC16C4.04,Non-essential
SPCC74.06,Non-essential
SPAC57A10.02,Non-essential
SPAC24H6.09,Non-essential
SPAC22E12.09c,Essential
SPBC18E5.03c,Essential
SPBC211.06,Non-essential
SPAC139.03,Non-essential
SPCC970.12,Essential
SPBC725.02,Non-essential
SPBP4H10.18c,Non-essential
SPBC2G2.07c,Non-essential
SPAC23H4.11c,Essential
SPBC1706.03,Non-essential
SPBC16H5.13,Non-essential
SPBC16G5.16,Non-essential
SPBC839.08c,Essential
SPAC26A3.10,Non-essential
SPCC4B3.07,Non-essential
SPAC27D7.02c,Non-essential
SPBC4C3.06,Non-essential
SPCC737.09c,Non-essential
SPCC1020.02,Essential
SPCC4G3.08,Non-essential
SPAC25B8.09,Non-essential
SPCC622.19,Non-essential
SPBP35G2.14,Non-essential
SPBC365.20c,Non-essential
SPAC23A1.04c,Non-essential
SPCC1450.14c,Essential
SPCC1840.07c,Non-essential
SPAC4H3.04c,Non-essential
SPBC543.10,Non-essential
SPBC1685.05,Non-essential
SPAC29A4.07,Essential
SPBC1289.06c,Non-essential
SPAC4F10.20,Non-essential
SPAC22E12.02,Essential
SPCC613.12c,Non-essential
SPAC1565.05,Essential
SPAC23G3.09,Essential
SPAC20G4.07c,Non-essential
SPCC70.05c,Essential
SPBC530.03c,Non-essential
SPBC106.10,Non-essential
SPBC887.10,Non-essential
SPCC297.03,Non-essential
SPAC29A4.10,Essential
SPAC13F5.04c,Non-essential
SPBC12D12.02c,Non-essential
SPAC19D5.11c,Non-essential
SPAC6F6.09,Non-essential
SPBP8B7.27,Non-essential
SPAC56E4.02c,Essential
SPAC24C9.14,Non-essential
SPBP4H10.10,Non-essential
SPAC4H3.06,Non-essential
SPBC21D10.09c,Non-essential
SPBC83.05,Non-essential
SPAC4G9.14,Non-essential
SPBC336.03,Non-essential
SPAC3F10.12c,Non-essential
SPCPB16A4.05c,Non-essential
SPBC577.14c,Non-essential
SPBC713.03,Non-essential
SPBC4.05,Non-essential
SPCC553.06,Essential
SPAC3G9.12,Essential
SPBC543.04,Essential
SPAC1782.03,Essential
SPCC663.15c,Non-essential
SPAC15E1.05c,Non-essential
SPBC16C6.06,Non-essential
SPBC725.17c,Essential
SPBC30D10.09c,Non-essential
SPBP4H10.15,Essential
SPAC12G12.10,Non-essential
SPCC4B3.04c,Non-essential
SPCC965.10,Non-essential
SPAC824.02,Non-essential
SPBC83.04,Non-essential
SPAC2G11.04,Non-essential
SPAC8F11.09c,Non-essential
SPAC6C3.02c,Non-essential
SPCC1223.03c,Non-essential
SPAC16.05c,Non-essential
SPAC22F3.07c,Non-essential
SPCC126.06,Non-essential
SPAC23H4.01c,Non-essential
SPCC306.09c,Non-essential
SPBC2D10.09,Non-essential
SPBC29A10.06c,Non-essential
SPBC4B4.08,Non-essential
SPBC25B2.10,Non-essential
SPAC1002.07c,Non-essential
SPAC23H3.09c,Non-essential
SPAC144.17c,Non-essential
SPBC14C8.09c,Non-essential
SPAC25G10.02,Non-essential
SPAC6G9.14,Non-essential
SPCC24B10.19c,Non-essential
SPAC6F6.02c,Non-essential
SPCC1827.04,Non-essential
SPAC212.11,Non-essential
SPAC30D11.05,Non-essential
SPBC947.05c,Non-essential
SPAPJ696.02,Non-essential
SPCC1020.13c,Non-essential
SPAC11H11.04,Non-essential
SPAC959.05c,Non-essential
SPAC1F7.09c,Non-essential
SPAC821.09,Non-essential
SPAPYUG7.02c,Non-essential
SPAC15E1.04,Non-essential
SPBC1604.14c,Essential
SPCC1235.15,Non-essential
SPAC824.08,Non-essential
SPBPB8B6.05c,Non-essential
SPAC29E6.05c,Non-essential
SPAPB2B4.02,Non-essential
SPAC31G5.02,Essential
SPAC25H1.03,Non-essential
SPBP16F5.04,Non-essential
SPAC1399.01c,Non-essential
SPAC17H9.03c,Non-essential
SPAC823.09c,Non-essential
SPCC23B6.01c,Non-essential
SPCC1442.04c,Non-essential
SPCC126.07c,Non-essential
SPCC1020.10,Non-essential
SPAC664.12c,Non-essential
SPAC3H8.06,Essential
SPBC13E7.05,Essential
SPBC19C2.05,Essential
SPAC23A1.02c,Non-essential
SPBC17D1.05,Non-essential
SPAC4G8.05,Non-essential
SPCC1259.04,Non-essential
SPAC1F7.06,Non-essential
SPCC1450.16c,Non-essential
SPAC14C4.11,Non-essential
SPBC887.19,Essential
SPAC19B12.08,Non-essential
SPAC222.04c,Non-essential
SPAC4F10.04,Non-essential
SPAPB1A10.15,Non-essential
SPBC776.10c,Essential
SPAC20H4.04,Non-essential
SPCC4B3.06c,Non-essential
SPAC4C5.02c,Non-essential
SPAC4G9.05,Non-essential
SPBC4B4.11,Non-essential
SPAC29B12.11c,Non-essential
SPAC589.03c,Non-essential
SPCC1742.01,Non-essential
SPAC7D4.12c,Non-essential
SPBC649.05,Essential
SPBC800.10c,Non-essential
SPBC21.07c,Non-essential
SPAC3C7.14c,Non-essential
SPBC30D10.05c,Non-essential
SPAC227.17c,Non-essential
SPAP32A8.03c,Non-essential
SPCC338.04,Non-essential
SPBC713.12,Essential
SPAP8A3.04c,Non-essential
SPAC27D7.12c,Non-essential
SPAC630.12,Essential
SPBP19A11.01,Essential
SPAPJ760.02c,Non-essential
SPAPB24D3.01,Non-essential
SPBP8B7.18c,Non-essential
SPCC1259.07,Essential
SPCC4G3.19,Non-essential
SPCC1223.02,Non-essential
SPBC1718.04,Essential
SPAC1751.04,Non-essential
SPBC25H2.09,Non-essential
SPCC320.08,Non-essential
SPAP8A3.12c,Non-essential
SPCC1672.12c,Non-essential
SPAC823.16c,Non-essential
SPCC1902.01,Non-essential
SPBP8B7.02,Non-essential
SPBC106.20,Non-essential
SPAC22A12.07c,Non-essential
SPAC22F3.02,Non-essential
SPAC31A2.06,Non-essential
SPBC1198.09,Non-essential
SPCC550.08,Non-essential
SPBC1734.04,Non-essential
SPAC24C9.04,Essential
SPBC4F6.05c,Non-essential
SPBP35G2.05c,Non-essential
SPAC1805.07c,Non-essential
SPBC1271.10c,Non-essential
SPCC74.03c,Non-essential
SPAC23C4.06c,Non-essential
SPBC16A3.12c,Non-essential
SPBC2G2.01c,Non-essential
SPAC458.06,Non-essential
SPBC530.09c,Non-essential
SPAC3F10.18c,Non-essential
SPAC186.08c,Non-essential
SPAC513.05,Non-essential
SPCC1620.13,Non-essential
SPBC2F12.09c,Non-essential
SPCC1322.04,Essential
SPBC14F5.11c,Non-essential
SPBC215.01,Non-essential
SPAC1783.07c,Non-essential
SPBC8D2.20c,Essential
SPAC25B8.01,Non-essential
SPAC589.07c,Non-essential
SPCC736.07c,Non-essential
SPBC29A3.08,Non-essential
SPAC664.14,Non-essential
SPAC7D4.06c,Non-essential
SPAC186.03,Non-essential
SPBC11G11.04,Essential
SPAC144.01,Non-essential
SPBC31F10.06c,Essential
SPAC227.14,Non-essential
SPCC1281.01,Essential
SPBC24C6.06,Non-essential
SPAC3F10.02c,Non-essential
SPAC57A7.07c,Non-essential
SPAC1851.02,Non-essential
SPAC144.10c,Essential
SPAC1952.17c,Non-essential
SPACUNK4.12c,Non-essential
SPAC4A8.07c,Non-essential
SPAPB1E7.04c,Non-essential
SPBC32F12.10,Essential
SPAC25B8.19c,Non-essential
SPCC306.02c,Non-essential
SPBC18A7.01,Non-essential
SPCC1450.05c,Non-essential
SPBC359.02,Essential
SPAC22F3.13,Non-essential
SPAC19D5.01,Non-essential
SPCC613.04c,Essential
SPAC9G1.09,Essential
SPAC11E3.10,Non-essential
SPAC664.09,Essential
SPBC1271.12,Non-essential
SPBC12C2.04,Non-essential
SPBC725.11c,Non-essential
SPCC737.03c,Non-essential
SPCC1795.08c,Essential
SPAC1D4.13,Non-essential
SPBC1778.03c,Non-essential
SPAC5H10.10,Non-essential
SPCC965.07c,Non-essential
SPAC23H3.11c,Non-essential
SPAC4F10.16c,Non-essential
SPBC32H8.01c,Non-essential
SPCC584.14,Essential
SPBC21.05c,Non-essential
SPAC17H9.11,Non-essential
SPBP16F5.07,Non-essential
SPBC31F10.07,Non-essential
SPAC17A2.08c,Essential
SPAC1D4.03c,Non-essential
SPAC4G8.13c,Non-essential
SPCC74.02c,Non-essential
SPAC1039.03,Non-essential
SPBC1773.02c,Non-essential
SPAC2F3.09,Essential
SPBC1685.01,Non-essential
SPBC30B4.01c,Non-essential
SPBPJ4664.06,Non-essential
SPBC409.21,Essential
SPAC18B11.11,Essential
SPBC29A10.02,Non-essential
SPAC4F8.14c,Essential
SPAC1420.04c,Non-essential
SPBC56F2.08c,Non-essential
SPCC1840.04,Non-essential
SPCC550.01c,Non-essential
SPCC622.10c,Essential
SPBC1677.03c,Essential
SPAPB24D3.09c,Non-essential
SPAC1F12.06c,Non-essential
SPAC8F11.07c,Essential
SPAC1786.01c,Non-essential
SPBC902.06,Non-essential
SPBC428.06c,Non-essential
SPBC36B7.05c,Non-essential
SPBP23A10.03c,Non-essential
SPBC405.04c,Non-essential
SPBC16G5.09,Non-essential
SPBP23A10.10,Non-essential
SPAC1610.03c,Non-essential
SPBC29A3.17,Non-essential
SPBC337.07c,Non-essential
SPAC2F7.10,Non-essential
SPAC19A8.03,Non-essential
SPAC1486.10,Non-essential
SPAC4A8.06c,Non-essential
SPBC20F10.03,Non-essential
SPCC1450.07c,Non-essential
SPBC1709.14,Non-essential
SPAC9E9.10c,Non-essential
SPBC19G7.06,Non-essential
SPAC9E9.08,Non-essential
SPBP26C9.02c,Non-essential
SPAC26F1.10c,Non-essential
SPAC23A1.06c,Non-essential
SPBC26H8.12,Non-essential
SPCC594.06c,Non-essential
SPBC115.02c,Non-essential
SPBC3H7.10,Non-essential
SPCC1795.09,Non-essential
SPAC18B11.08c,Non-essential
SPAC3H1.11,Non-essential
SPAC1F12.05,Non-essential
SPAC343.17c,Essential
SPAC144.02,Non-essential
SPBC16E9.14c,Non-essential
SPAC23A1.14c,Non-essential
SPCC645.06c,Essential
SPAC4F10.12,Essential
SPAC11D3.09,Non-essential
SPAC607.09c,Non-essential
SPAP14E8.05c,Non-essential
SPCC23B6.04c,Non-essential
SPAC4G8.04,Non-essential
SPAC2E1P5.04c,Essential
SPBC354.08c,Non-essential
SPBC56F2.01,Non-essential
SPBC16C6.09,Non-essential
SPBC216.02,Non-essential
SPAC10F6.12c,Non-essential
SPAC12G12.05c,Essential
SPAC5D6.06c,Non-essential
SPAC22H10.11c,Non-essential
SPCC417.06c,Non-essential
SPBC31F10.10c,Non-essential
SPAC6F6.12,Non-essential
SPAC22A12.10,Non-essential
SPAC6F6.01,Non-essential
SPAC4H3.01,Non-essential
SPBC2A9.05c,Non-essential
SPBC119.16c,Non-essential
SPCC1235.10c,Essential
SPAC23D3.03c,Non-essential
SPBC4F6.06,Non-essential
SPAC22H10.12c,Essential
SPBC21H7.06c,Non-essential
SPAC3G9.01,Non-essential
SPBC32F12.03c,Non-essential
SPAC26F1.02,Non-essential
SPAC1783.06c,Non-essential
SPAC22A12.11,Non-essential
SPAP27G11.16,Non-essential
SPAC4G8.11c,Non-essential
SPBC3B8.11,Essential
SPAC1952.09c,Non-essential
SPAC22E12.01,Non-essential
SPBC3F6.02c,Essential
SPBC20F10.10,Non-essential
SPAC607.08c,Non-essential
SPBC3D6.05,Non-essential
SPAC11D3.06,Non-essential
SPBC16E9.13,Non-essential
SPAC922.07c,Non-essential
SPCC162.10,Non-essential
SPAC3A12.03c,Non-essential
SPAC23D3.13c,Non-essential
SPBC106.07c,Non-essential
SPBC12C2.03c,Non-essential
SPBC1683.11c,Non-essential
SPCC962.01,Non-essential
SPBC887.01,Non-essential
SPBP8B7.12c,Essential
SPAC15A10.15,Non-essential
SPCC1442.01,Non-essential
SPBC1683.04,Non-essential
SPBC651.02,Non-essential
SPAC1071.06,Non-essential
SPAC25B8.08,Non-essential
SPCC4B3.17,Non-essential
SPBC902.05c,Non-essential
SPCC5E4.10c,Non-essential
SPAC5D6.12,Non-essential
SPBC11B10.06,Non-essential
SPAC2C4.08,Non-essential
SPBP4H10.16c,Non-essential
SPACUNK4.17,Non-essential
SPAC15E1.09,Non-essential
SPCP31B10.04,Non-essential
SPBC646.08c,Non-essential
SPAPYUG7.06,Non-essential
SPCC188.12,Non-essential
SPBC1677.02,Essential
SPCC1672.09,Non-essential
SPBC216.04c,Non-essential
SPBC582.09,Non-essential
SPBC18E5.05c,Non-essential
SPCC2H8.02,Non-essential
SPBC15C4.04c,Non-essential
SPBC409.11,Non-essential
SPAC19D5.07,Non-essential
SPBC577.11,Non-essential
SPBC11B10.01,Essential
SPAC29A4.11,Non-essential
SPBC1D7.05,Non-essential
SPBC947.09,Non-essential
SPAC6B12.13,Essential
SPAC24H6.06,Essential
SPBC1683.10c,Non-essential
SPAC2C4.05,Non-essential
SPBC6B1.02,Non-essential
SPAC1296.06,Non-essential
SPBC2G5.01,Non-essential
SPAC3A11.04,Non-essential
SPAC9G1.10c,Non-essential
SPAC1250.04c,Non-essential
SPBC13G1.06c,Essential
SPBC3H7.01,Essential
SPAC29E6.10c,Non-essential
SPCC1827.08c,Non-essential
SPBC3E7.12c,Non-essential
SPBC1711.12,Non-essential
SPBC660.17c,Non-essential
SPAC1705.03c,Non-essential
SPCC576.04,Non-essential
SPAC6G10.03c,Non-essential
SPCC338.15,Essential
SPAC4G8.08,Non-essential
SPAPB1E7.11c,Non-essential
SPBC32F12.08c,Non-essential
SPAC11E3.09,Non-essential
SPBC32F12.01c,Non-essential
SPCC306.11,Non-essential
SPAC1B3.11c,Non-essential
SPAC17D4.01,Non-essential
SPAPB1E7.01c,Essential
SPBC2A9.02,Non-essential
SPBC428.04,Non-essential
SPCC1827.07c,Non-essential
SPBC887.06c,Non-essential
SPAC17C9.12,Non-essential
SPAC13G6.05c,Essential
SPBC3B9.06c,Non-essential
SPCC63.14,Non-essential
SPAC11H11.03c,Non-essential
SPCC162.02c,Non-essential
SPBC1773.06c,Non-essential
SPAC13G7.05,Non-essential
SPAC10F6.11c,Non-essential
SPAC5D6.08c,Non-essential
SPAC32A11.03c,Non-essential
SPBC8D2.19,Non-essential
SPCC126.11c,Non-essential
SPAC23C11.01,Non-essential
SPBC36.08c,Essential
SPCC330.03c,Non-essential
SPAC7D4.14c,Non-essential
SPBC1539.01c,Essential
SPAC18G6.13,Non-essential
SPAC3C7.12,Non-essential
SPBC713.11c,Non-essential
SPBC21B10.11,Essential
SPAC4H3.11c,Essential
SPBPB7E8.02,Non-essential
SPBC26H8.01,Non-essential
SPAC27E2.09,Non-essential
SPBC12C2.02c,Non-essential
SPAC1F5.09c,Non-essential
SPCC285.04,Non-essential
SPAC16A10.01,Non-essential
SPAC25B8.02,Essential
SPAC1556.04c,Non-essential
SPAC23C11.12,Essential
SPCC1906.02c,Non-essential
SPAC4F8.15,Non-essential
SPBPB2B2.06c,Non-essential
SPCC126.09,Non-essential
SPAC3G6.09c,Non-essential
SPAC823.14,Non-essential
SPBC21B10.09,Non-essential
SPBC16H5.15,Essential
SPAC521.02,Non-essential
SPCC14G10.04,Non-essential
SPAC6B12.07c,Non-essential
SPAC17A2.14,Non-essential
SPBC1921.06c,Non-essential
SPAC23A1.15c,Non-essential
SPBC19C7.01,Non-essential
SPAC823.07,Essential
SPBC16D10.06,Non-essential
SPBC660.07,Non-essential
SPBC32F12.09,Non-essential
SPBC16H5.09c,Non-essential
SPAC26F1.04c,Non-essential
SPBC21C3.14c,Non-essential
SPBC530.05,Non-essential
SPBC1773.05c,Non-essential
SPAC1952.12c,Non-essential
SPAC1002.11,Essential
SPBC27.01c,Essential
SPAC328.07c,Non-essential
SPBC19F5.03,Essential
SPBC13E7.07,Non-essential
SPBC3B8.06,Non-essential
SPAC15A10.16,Non-essential
SPBC216.03,Non-essential
SPAC1D4.11c,Non-essential
SPCC1183.09c,Non-essential
SPCC1020.05,Non-essential
SPBC1289.14,Non-essential
SPAC16E8.12c,Non-essential
SPAC1A6.07,Non-essential
SPBC30D10.03c,Non-essential
SPBC317.01,Non-essential
SPBC409.09c,Essential
SPBC29A3.11c,Non-essential
SPCPB16A4.02c,Non-essential
SPCC594.07c,Non-essential
SPBP16F5.08c,Non-essential
SPCC285.09c,Non-essential
SPAC12B10.08c,Essential
SPAC17G6.07c,Essential
SPCC1739.10,Non-essential
SPAC4F10.02,Non-essential
SPAPB1A11.02,Non-essential
SPBC1734.10c,Essential
SPAC4D7.03,Non-essential
SPAC10F6.05c,Non-essential
SPAC3H8.02,Non-essential
SPCC70.09c,Non-essential
SPAC2G11.13,Non-essential
SPBPB21E7.09,Non-essential
SPCC4G3.13c,Non-essential
SPAC3H5.09c,Non-essential
SPBC1652.02,Non-essential
SPCC1281.08,Non-essential
SPBC800.02,Non-essential
SPBC24C6.08c,Non-essential
SPAC3H8.10,Essential
SPCC1795.03,Non-essential
SPCC1620.12c,Non-essential
SPCC417.11c,Non-essential
SPAC4G9.06c,Non-essential
SPBC1778.10c,Non-essential
SPBC106.02c,Non-essential
SPAC2E1P3.02c,Non-essential
SPAC1A6.03c,Non-essential
SPBC2D10.04,Non-essential
SPAC19B12.12c,Non-essential
SPBC23G7.16,Non-essential
SPBC2F12.11c,Non-essential
SPBC23G7.04c,Non-essential
SPCC737.06c,Non-essential
SPAC23H4.10c,Non-essential
SPACUNK4.09,Non-essential
SPAC22A12.16,Non-essential
SPAC1527.02,Non-essential
SPAC186.07c,Non-essential
SPBC16G5.05c,Non-essential
SPCC4B3.13,Non-essential
SPAC5H10.04,Non-essential
SPCC584.03c,Non-essential
SPBP8B7.24c,Non-essential
SPBC115.03,Non-essential
SPAC22A12.17c,Non-essential
SPCC736.13,Non-essential
SPBC16C6.01c,Non-essential
SPCC162.06c,Non-essential
SPAC17C9.05c,Non-essential
SPBC119.04,Non-essential
SPBC244.01c,Essential
SPBPB2B2.08,Non-essential
SPBC21D10.07,Non-essential
SPBC365.01,Non-essential
SPBC354.15,Non-essential
SPAP8A3.14c,Non-essential
SPAC15A10.12c,Essential
SPBP35G2.04c,Non-essential
SPBC25B2.03,Non-essential
SPBC337.09,Non-essential
SPAP11E10.01,Non-essential
SPAC20G8.07c,Non-essential
SPCC777.08c,Non-essential
SPBC17A3.03c,Non-essential
SPCC11E10.01,Non-essential
SPAC26H5.04,Non-essential
SPBC19F8.01c,Non-essential
SPBP4G3.02,Non-essential
SPBC11B10.05c,Non-essential
SPBP4H10.09,Non-essential
SPCC594.01,Non-essential
SPBC11B10.07c,Non-essential
SPAC11E3.11c,Non-essential
SPCC1442.02,Non-essential
SPCC1739.01,Non-essential
SPAC26A3.14c,Non-essential
SPAC20G4.08,Non-essential
SPBC32H8.11,Non-essential
SPAC15E1.07c,Non-essential
SPCC61.04c,Essential
SPAC30D11.06c,Non-essential
SPAC3G9.05,Non-essential
SPBC1289.09,Non-essential
SPBC32F12.07c,Non-essential
SPBC4B4.12c,Non-essential
SPAC1006.05c,Non-essential
SPAC4G8.10,Non-essential
SPAC6B12.14c,Non-essential
SPAC139.02c,Non-essential
SPBC25H2.03,Non-essential
SPAC19G12.03,Non-essential
SPBC119.07,Non-essential
SPAC343.19,Non-essential
SPAC1565.02c,Non-essential
SPCC1884.02,Non-essential
SPAC22G7.07c,Non-essential
SPAC630.11,Non-essential
SPBC18H10.09,Non-essential
SPAC222.10c,Essential
SPBC24C6.04,Non-essential
SPCC4G3.11,Non-essential
SPAC2C4.04c,Essential
SPBC15D4.11c,Essential
SPBC1773.16c,Non-essential
SPCC74.04,Non-essential
SPAC2F3.08,Non-essential
SPAC6G10.10c,Non-essential
SPAPB2B4.05,Essential
SPCC1235.03,Non-essential
SPAC18G6.01c,Non-essential
SPAC13C5.04,Non-essential
SPAC26F1.01,Non-essential
SPAC22F3.12c,Non-essential
SPAC186.02c,Non-essential
SPCC1672.02c,Essential
SPAC23G3.04,Non-essential
SPAC343.06c,Non-essential
SPAC17G8.09,Non-essential
SPCC1919.01,Non-essential
SPAC14C4.15c,Non-essential
SPBC2A9.07c,Non-essential
SPAC328.09,Non-essential
SPBC14C8.13,Non-essential
SPBC21D10.12,Non-essential
SPAC1565.04c,Non-essential
SPAC13G7.04c,Non-essential
SPBC19G7.05c,Essential
SPAC821.07c,Non-essential
SPCC970.04c,Essential
SPBC354.07c,Non-essential
SPAC17G6.04c,Non-essential
SPBP35G2.02,Non-essential
SPCC16A11.01,Non-essential
SPBC409.16c,Non-essential
SPAC31A2.16,Non-essential
SPBC1271.06c,Non-essential
SPAC25B8.14,Essential
SPAC26F1.07,Non-essential
SPBC19F8.06c,Non-essential
SPBC13E7.09,Non-essential
SPBC691.01,Non-essential
SPAC26H5.09c,Non-essential
SPAC23H4.03c,Essential
SPCC24B10.13,Non-essential
SPBC1861.09,Non-essential
SPAP27G11.14c,Non-essential
SPBC23E6.03c,Non-essential
SPCC1223.13,Non-essential
SPCC736.15,Non-essential
SPAC1D4.02c,Non-essential
SPCC417.05c,Non-essential
SPBC12C2.09c,Non-essential
SPAC26A3.11,Non-essential
SPBC713.09,Non-essential
SPAC9.11,Non-essential
SPAC24B11.12c,Non-essential
SPAC3A11.05c,Non-essential
SPBC530.08,Non-essential
SPAC23C4.13,Essential
SPCC576.02,Non-essential
SPAC31G5.21,Non-essential
SPAC7D4.09c,Essential
SPBC23G7.10c,Non-essential
SPCC1902.02,Non-essential
SPBC9B6.03,Non-essential
SPAC31G5.11,Non-essential
SPBC359.05,Non-essential
SPCC1442.16c,Non-essential
SPAC29E6.04,Essential
SPBPB10D8.06c,Non-essential
SPAC3H1.10,Non-essential
SPAC5H10.02c,Non-essential
SPAC16E8.03,Essential
SPCC1919.11,Non-essential
SPBC18E5.07,Non-essential
SPBC651.06,Non-essential
SPAC4D7.07c,Non-essential
SPCC1322.05c,Non-essential
SPAC30.04c,Non-essential
SPAC688.02c,Essential
SPAC16C9.05,Non-essential
SPAC5H10.03,Non-essential
SPBP4H10.11c,Non-essential
SPBC3H7.06c,Non-essential
SPBC1271.07c,Non-essential
SPBC8D2.02c,Non-essential
SPAC27F1.08,Non-essential
SPBC83.16c,Non-essential
SPBC83.18c,Non-essential
SPAC29A4.19c,Non-essential
SPBC359.06,Non-essential
SPAC27D7.08c,Non-essential
SPAC29A4.14c,Non-essential
SPBP35G2.03c,Non-essential
SPAC328.03,Non-essential
SPAC19G12.04,Non-essential
SPAC869.07c,Non-essential
SPCC191.05c,Non-essential
SPBC800.12c,Non-essential
SPAC13C5.03,Non-essential
SPCC63.13,Non-essential
SPBC1773.13,Non-essential
SPAPB2B4.07,Non-essential
SPAC1786.02,Non-essential
SPBP4H10.17c,Non-essential
SPAP8A3.03,Non-essential
SPBC106.19,Non-essential
SPAC890.03,Non-essential
SPCC18B5.09c,Non-essential
SPBC839.02,Non-essential
SPCC757.05c,Non-essential
SPBC839.09c,Essential
SPCC126.08c,Non-essential
SPAC18B11.09c,Non-essential
SPBC1773.03c,Non-essential
SPAC3C7.01c,Non-essential
SPAC1705.02,Non-essential
SPAC1F8.04c,Non-essential
SPBC18H10.05,Non-essential
SPCC965.12,Non-essential
SPAC19G12.09,Non-essential
SPBC725.05c,Non-essential
SPCC613.11c,Non-essential
SPBC18E5.08,Non-essential
SPCC1494.03,Non-essential
SPBC106.13,Non-essential
SPBC4.06,Non-essential
SPBC1685.04,Non-essential
SPCC191.11,Non-essential
SPBC27B12.01c,Essential
SPBC582.06c,Non-essential
SPBC13A2.04c,Non-essential
SPAC17A5.04c,Non-essential
SPAC17D4.03c,Non-essential
SPCC31H12.02c,Non-essential
SPBC21C3.19,Non-essential
SPAC13A11.06,Non-essential
SPAPB24D3.03,Non-essential
SPCC126.10,Non-essential
SPAC27F1.05c,Non-essential
SPBC405.05,Non-essential
SPBC530.04,Non-essential
SPBC1734.08,Non-essential
SPAC589.09,Non-essential
SPAC26H5.08c,Non-essential
SPCC162.03,Non-essential
SPAC3H1.09c,Non-essential
SPBC725.04,Non-essential
SPCPB1C11.01,Non-essential
SPBC1105.14,Non-essential
SPAC4F8.11,Non-essential
SPAC9G1.06c,Non-essential
SPAC1805.14,Non-essential
SPBC1778.09,Non-essential
SPAC869.11,Non-essential
SPBC16G5.17,Non-essential
SPBC29A10.08,Non-essential
SPBC17D11.01,Non-essential
SPAC20G8.02,Non-essential
SPAC17C9.10,Non-essential
SPAC227.15,Non-essential
SPCC1183.11,Non-essential
SPBC30D10.17c,Essential
SPAC3F10.10c,Non-essential
SPBC17D1.01,Essential
SPCP31B10.06,Non-essential
SPAC19E9.01c,Non-essential
SPBC1861.02,Non-essential
SPBC16A3.07c,Non-essential
SPAC12B10.11,Non-essential
SPBC4C3.08,Non-essential
SPAC323.07c,Non-essential
SPCC24B10.07,Non-essential
SPBC215.07c,Non-essential
SPBC337.11,Non-essential
SPCC1450.06c,Non-essential
SPBP23A10.06,Essential
SPAC25G10.03,Non-essential
SPBC27.02c,Non-essential
SPAPYUK71.03c,Non-essential
SPCC297.05,Non-essential
SPAC30D11.08c,Essential
SPCC1235.06,Non-essential
SPBC28F2.05c,Non-essential
SPAC14C4.10c,Non-essential
SPAC1006.01,Non-essential
SPAC29B12.07,Essential
SPAC1006.09,Non-essential
SPCC320.03,Non-essential
SPAC6G10.09,Essential
SPAC22H10.08,Non-essential
SPAC56F8.05c,Non-essential
SPAC1071.12c,Non-essential
SPAP27G11.12,Non-essential
SPAC110.01,Non-essential
SPAC23C4.05c,Non-essential
SPBC1105.05,Non-essential
SPAC167.05,Non-essential
SPAPJ760.03c,Non-essential
SPBC577.05c,Non-essential
SPAC23H3.13c,Non-essential
SPBC337.04,Non-essential
SPBC25B2.02c,Non-essential
SPAC227.06,Non-essential
SPAC139.04c,Non-essential
SPBC4C3.09,Non-essential
SPAC222.16c,Non-essential
SPAC1093.03,Non-essential
SPAC3G6.05,Non-essential
SPBC17D11.03c,Non-essential
SPAC922.06,Non-essential
SPBC947.04,Non-essential
SPAPYUG7.03c,Non-essential
SPBC23G7.06c,Non-essential
SPAC4A8.04,Non-essential
SPCC1235.08c,Non-essential
SPAC694.03,Non-essential
SPAC2F3.01,Non-essential
SPAC6F6.11c,Non-essential
SPBC28E12.01c,Essential
SPAC7D4.11c,Essential
SPBP35G2.11c,Non-essential
SPAC4H3.02c,Non-essential
SPAC6F6.06c,Non-essential
SPAC23G3.02c,Non-essential
SPCC1450.15,Essential
SPBC1604.12,Non-essential
SPAC977.17,Non-essential
SPAC22E12.17c,Essential
SPAC17A2.02c,Non-essential
SPBC19C2.10,Non-essential
SPAC1039.05c,Non-essential
SPAC5D6.09c,Non-essential
SPAC1F7.07c,Non-essential
SPBC16A3.02c,Non-essential
SPAC144.15c,Essential
SPBC1734.09,Non-essential
SPCC757.04,Non-essential
SPAC24B11.07c,Non-essential
SPCC1322.08,Non-essential
SPCC584.02,Non-essential
SPAPB17E12.03,Non-essential
SPAC821.13c,Non-essential
SPAC521.03,Non-essential
SPAC2G11.09,Non-essential
SPAC22F8.04,Non-essential
SPCC757.03c,Non-essential
