Gene,Essential CEG,Essential OEG
ENSMUSG00000036117,Non-essential,Non-essential
ENSMUSG00000027794,Non-essential,NA
ENSMUSG00000038760,Non-essential,Non-essential
ENSMUSG00000034156,Non-essential,Non-essential
ENSMUSG00000053062,Non-essential,Non-essential
ENSMUSG00000053863,Non-essential,Non-essential
ENSMUSG00000020429,Non-essential,Non-essential
ENSMUSG00000056148,Essential,Non-essential
ENSMUSG00000032174,Non-essential,Non-essential
ENSMUSG00000032245,Non-essential,NA
ENSMUSG00000060063,Non-essential,Non-essential
ENSMUSG00000019772,Non-essential,NA
ENSMUSG00000030123,NA,Essential
ENSMUSG00000026587,Non-essential,Non-essential
ENSMUSG00000038357,Non-essential,Non-essential
ENSMUSG00000036264,Non-essential,Non-essential
ENSMUSG00000031790,Non-essential,Non-essential
ENSMUSG00000027792,Non-essential,Non-essential
ENSMUSG00000047757,Essential,NA
ENSMUSG00000030096,Non-essential,Non-essential
ENSMUSG00000020641,Non-essential,Non-essential
ENSMUSG00000038541,Non-essential,Non-essential
ENSMUSG00000054099,Non-essential,Non-essential
ENSMUSG00000030898,Non-essential,Non-essential
ENSMUSG00000027670,Non-essential,Non-essential
ENSMUSG00000031239,Non-essential,Non-essential
ENSMUSG00000020099,Non-essential,NA
ENSMUSG00000031517,Non-essential,Non-essential
ENSMUSG00000051043,Non-essential,Non-essential
ENSMUSG00000038026,Non-essential,Non-essential
ENSMUSG00000026831,Non-essential,Non-essential
ENSMUSG00000041078,Non-essential,Non-essential
ENSMUSG00000044816,Non-essential,NA
ENSMUSG00000036211,Non-essential,Non-essential
ENSMUSG00000050534,Non-essential,Non-essential
ENSMUSG00000041660,Non-essential,NA
ENSMUSG00000028185,Non-essential,Non-essential
ENSMUSG00000061742,Non-essential,Non-essential
ENSMUSG00000029211,Non-essential,Non-essential
ENSMUSG00000044749,Non-essential,Non-essential
ENSMUSG00000021999,Non-essential,NA
ENSMUSG00000032482,Non-essential,Non-essential
ENSMUSG00000020436,Non-essential,NA
ENSMUSG00000020717,Non-essential,Non-essential
ENSMUSG00000031387,Non-essential,Non-essential
ENSMUSG00000067212,Non-essential,Non-essential
ENSMUSG00000018907,Non-essential,Non-essential
ENSMUSG00000038155,NA,Non-essential
ENSMUSG00000048826,Non-essential,Non-essential
ENSMUSG00000032968,Non-essential,NA
ENSMUSG00000049555,Non-essential,Non-essential
ENSMUSG00000109564,Non-essential,Non-essential
ENSMUSG00000025777,NA,Non-essential
ENSMUSG00000028003,Essential,NA
ENSMUSG00000025348,Non-essential,NA
ENSMUSG00000008843,Non-essential,Non-essential
ENSMUSG00000028833,NA,NA
ENSMUSG00000026246,Non-essential,NA
ENSMUSG00000032087,Non-essential,NA
ENSMUSG00000079173,Essential,Non-essential
ENSMUSG00000032363,Non-essential,Non-essential
ENSMUSG00000054641,Non-essential,NA
ENSMUSG00000029368,Non-essential,Non-essential
ENSMUSG00000014776,Non-essential,Non-essential
ENSMUSG00000071715,Non-essential,NA
ENSMUSG00000069919,Non-essential,NA
ENSMUSG00000031604,NA,NA
ENSMUSG00000023328,Non-essential,NA
ENSMUSG00000034871,Non-essential,Non-essential
ENSMUSG00000025221,Non-essential,Non-essential
ENSMUSG00000022843,Non-essential,NA
ENSMUSG00000078907,Non-essential,Non-essential
ENSMUSG00000078201,Non-essential,NA
ENSMUSG00000055725,Non-essential,Non-essential
ENSMUSG00000063727,Non-essential,NA
ENSMUSG00000026475,Non-essential,Non-essential
ENSMUSG00000030116,Essential,Non-essential
ENSMUSG00000027350,Non-essential,Non-essential
ENSMUSG00000032315,Non-essential,Non-essential
ENSMUSG00000068860,Non-essential,Non-essential
ENSMUSG00000025375,Non-essential,Non-essential
ENSMUSG00000011658,Non-essential,Essential
ENSMUSG00000022659,Non-essential,Non-essential
ENSMUSG00000023274,Non-essential,Non-essential
ENSMUSG00000053647,Non-essential,Non-essential
ENSMUSG00000001240,Non-essential,Essential
ENSMUSG00000046324,Essential,Non-essential
ENSMUSG00000026357,Non-essential,Non-essential
ENSMUSG00000033774,Non-essential,Non-essential
ENSMUSG00000032131,Non-essential,Non-essential
ENSMUSG00000025347,Non-essential,Non-essential
ENSMUSG00000028521,Non-essential,Essential
ENSMUSG00000019966,NA,NA
ENSMUSG00000018589,Non-essential,Non-essential
ENSMUSG00000031552,Non-essential,Non-essential
ENSMUSG00000046480,Non-essential,Non-essential
ENSMUSG00000027612,Non-essential,Non-essential
ENSMUSG00000063142,Non-essential,NA
ENSMUSG00000025934,Non-essential,Non-essential
ENSMUSG00000021589,Essential,NA
ENSMUSG00000023473,Non-essential,Essential
ENSMUSG00000044921,Non-essential,NA
ENSMUSG00000025232,NA,Non-essential
ENSMUSG00000010136,Non-essential,NA
ENSMUSG00000045216,Essential,Essential
ENSMUSG00000024873,Essential,Non-essential
ENSMUSG00000030236,Non-essential,Non-essential
ENSMUSG00000041771,Non-essential,NA
ENSMUSG00000056978,Non-essential,Non-essential
ENSMUSG00000036091,Non-essential,Non-essential
ENSMUSG00000049112,Non-essential,Non-essential
ENSMUSG00000038457,Non-essential,Non-essential
ENSMUSG00000059049,Non-essential,NA
ENSMUSG00000002055,Essential,Non-essential
ENSMUSG00000040966,Non-essential,Non-essential
ENSMUSG00000000562,NA,Non-essential
ENSMUSG00000022790,Non-essential,NA
ENSMUSG00000060188,Non-essential,Non-essential
ENSMUSG00000034785,NA,Non-essential
ENSMUSG00000014075,Non-essential,NA
ENSMUSG00000032561,Non-essential,Non-essential
ENSMUSG00000048752,Non-essential,Non-essential
ENSMUSG00000035020,Non-essential,Non-essential
ENSMUSG00000056174,Non-essential,Non-essential
ENSMUSG00000040264,Non-essential,Non-essential
ENSMUSG00000047379,NA,Essential
ENSMUSG00000026994,Non-essential,NA
ENSMUSG00000066383,Non-essential,Non-essential
ENSMUSG00000033486,Non-essential,NA
ENSMUSG00000033318,Non-essential,Non-essential
ENSMUSG00000062524,Non-essential,Non-essential
ENSMUSG00000024131,Non-essential,NA
ENSMUSG00000055078,Non-essential,Non-essential
ENSMUSG00000000320,Non-essential,Non-essential
ENSMUSG00000029998,Non-essential,Non-essential
ENSMUSG00000052852,Non-essential,Non-essential
ENSMUSG00000025787,Non-essential,Non-essential
ENSMUSG00000021647,Non-essential,Non-essential
ENSMUSG00000093668,Non-essential,Non-essential
ENSMUSG00000008734,Non-essential,NA
ENSMUSG00000043286,Non-essential,Essential
ENSMUSG00000024990,Non-essential,Non-essential
ENSMUSG00000072945,Non-essential,Non-essential
ENSMUSG00000020807,Non-essential,Essential
ENSMUSG00000071552,Non-essential,Non-essential
ENSMUSG00000050762,Non-essential,Non-essential
ENSMUSG00000036855,Essential,Non-essential
ENSMUSG00000054594,Non-essential,Non-essential
ENSMUSG00000019932,Non-essential,Non-essential
ENSMUSG00000030724,Non-essential,Non-essential
ENSMUSG00000029530,Non-essential,Non-essential
ENSMUSG00000064272,Non-essential,Non-essential
ENSMUSG00000030669,Non-essential,Non-essential
ENSMUSG00000002279,NA,NA
ENSMUSG00000027858,Non-essential,Non-essential
ENSMUSG00000029072,Non-essential,Non-essential
ENSMUSG00000051022,Non-essential,Essential
ENSMUSG00000015090,Non-essential,Non-essential
ENSMUSG00000015401,Non-essential,Non-essential
ENSMUSG00000074004,Non-essential,Non-essential
ENSMUSG00000001739,Non-essential,Non-essential
ENSMUSG00000064325,Non-essential,NA
ENSMUSG00000103442,Non-essential,Non-essential
ENSMUSG00000024269,NA,NA
ENSMUSG00000028015,Non-essential,Non-essential
ENSMUSG00000055978,Non-essential,Non-essential
ENSMUSG00000051650,Non-essential,Non-essential
ENSMUSG00000038530,Non-essential,NA
ENSMUSG00000032807,Non-essential,Essential
ENSMUSG00000034810,Non-essential,Non-essential
ENSMUSG00000051498,Non-essential,NA
ENSMUSG00000062438,Non-essential,Non-essential
ENSMUSG00000024736,Non-essential,Essential
ENSMUSG00000042388,Non-essential,Non-essential
ENSMUSG00000036908,Non-essential,NA
ENSMUSG00000020150,NA,NA
ENSMUSG00000001225,Non-essential,NA
ENSMUSG00000005950,Non-essential,NA
ENSMUSG00000006651,Non-essential,Non-essential
ENSMUSG00000026452,NA,NA
ENSMUSG00000043501,Non-essential,Non-essential
ENSMUSG00000027834,Non-essential,Non-essential
ENSMUSG00000033467,Non-essential,Non-essential
ENSMUSG00000037892,Non-essential,Non-essential
ENSMUSG00000053886,Non-essential,Non-essential
ENSMUSG00000035237,Essential,Non-essential
ENSMUSG00000032333,Non-essential,Non-essential
ENSMUSG00000044583,Non-essential,Non-essential
ENSMUSG00000031549,NA,Non-essential
ENSMUSG00000021721,Non-essential,Non-essential
ENSMUSG00000028845,Non-essential,NA
ENSMUSG00000053063,Non-essential,Non-essential
ENSMUSG00000054435,NA,Non-essential
ENSMUSG00000018920,Non-essential,Non-essential
ENSMUSG00000031845,Non-essential,Non-essential
ENSMUSG00000046491,Non-essential,Non-essential
ENSMUSG00000028255,Non-essential,Non-essential
ENSMUSG00000016763,NA,NA
ENSMUSG00000040836,Non-essential,Essential
ENSMUSG00000050875,Non-essential,Non-essential
ENSMUSG00000000159,Non-essential,Non-essential
ENSMUSG00000048486,Non-essential,Essential
ENSMUSG00000022496,Non-essential,Non-essential
ENSMUSG00000044667,Non-essential,NA
ENSMUSG00000043050,Non-essential,NA
ENSMUSG00000064356,Non-essential,Non-essential
ENSMUSG00000030492,Non-essential,Non-essential
ENSMUSG00000025779,Non-essential,Non-essential
ENSMUSG00000042540,Non-essential,Non-essential
ENSMUSG00000047414,Non-essential,NA
ENSMUSG00000028041,Non-essential,Non-essential
ENSMUSG00000050473,Non-essential,Non-essential
ENSMUSG00000000794,NA,NA
ENSMUSG00000044748,Non-essential,NA
ENSMUSG00000029586,Non-essential,Non-essential
ENSMUSG00000055368,Non-essential,NA
ENSMUSG00000062585,Non-essential,Non-essential
ENSMUSG00000032038,Non-essential,Non-essential
ENSMUSG00000038115,Non-essential,Non-essential
ENSMUSG00000028173,Non-essential,Essential
ENSMUSG00000044734,Non-essential,Non-essential
ENSMUSG00000023992,Non-essential,Non-essential
ENSMUSG00000064010,Non-essential,Essential
ENSMUSG00000037605,Non-essential,Non-essential
ENSMUSG00000025094,NA,NA
ENSMUSG00000024379,Non-essential,Non-essential
ENSMUSG00000032079,Non-essential,Non-essential
ENSMUSG00000029759,Non-essential,NA
ENSMUSG00000066150,Essential,Essential
ENSMUSG00000031255,Non-essential,Non-essential
ENSMUSG00000001128,Non-essential,Non-essential
ENSMUSG00000022912,Non-essential,Essential
ENSMUSG00000055515,Non-essential,Non-essential
ENSMUSG00000022025,Non-essential,Non-essential
ENSMUSG00000029236,Non-essential,Non-essential
ENSMUSG00000079707,Essential,NA
ENSMUSG00000046603,Non-essential,Non-essential
ENSMUSG00000046354,NA,Non-essential
ENSMUSG00000058831,Non-essential,Non-essential
ENSMUSG00000031111,Non-essential,Non-essential
ENSMUSG00000089661,Non-essential,Non-essential
ENSMUSG00000023073,Non-essential,Non-essential
ENSMUSG00000020159,Non-essential,Non-essential
ENSMUSG00000024173,Non-essential,Non-essential
ENSMUSG00000029663,Non-essential,Non-essential
ENSMUSG00000024136,Essential,Non-essential
ENSMUSG00000005469,Non-essential,NA
ENSMUSG00000031480,Non-essential,Non-essential
ENSMUSG00000021538,Non-essential,Non-essential
ENSMUSG00000025759,Non-essential,Non-essential
ENSMUSG00000045318,Non-essential,Non-essential
ENSMUSG00000036899,Non-essential,Non-essential
ENSMUSG00000037759,Non-essential,Non-essential
ENSMUSG00000079494,Non-essential,Non-essential
ENSMUSG00000075267,Non-essential,Non-essential
ENSMUSG00000048503,Non-essential,Non-essential
ENSMUSG00000027611,Non-essential,Essential
ENSMUSG00000028093,Non-essential,Non-essential
ENSMUSG00000025128,Non-essential,Non-essential
ENSMUSG00000031450,Non-essential,Non-essential
ENSMUSG00000074272,Non-essential,Non-essential
ENSMUSG00000026616,Non-essential,Non-essential
ENSMUSG00000036500,Non-essential,Non-essential
ENSMUSG00000034786,Non-essential,Non-essential
ENSMUSG00000046908,Non-essential,Non-essential
ENSMUSG00000096146,Non-essential,Non-essential
ENSMUSG00000035678,Non-essential,Non-essential
ENSMUSG00000032021,Non-essential,Non-essential
ENSMUSG00000022359,Non-essential,Non-essential
ENSMUSG00000038451,Non-essential,Non-essential
ENSMUSG00000050901,Non-essential,Non-essential
ENSMUSG00000038691,Non-essential,Non-essential
ENSMUSG00000026833,Non-essential,Non-essential
ENSMUSG00000020682,Non-essential,Non-essential
ENSMUSG00000042249,Non-essential,Non-essential
ENSMUSG00000052974,Non-essential,Non-essential
ENSMUSG00000058159,Non-essential,NA
ENSMUSG00000040918,Non-essential,NA
ENSMUSG00000001420,Non-essential,Non-essential
ENSMUSG00000035711,Non-essential,Non-essential
ENSMUSG00000050860,Non-essential,Non-essential
ENSMUSG00000005800,Non-essential,Non-essential
ENSMUSG00000022999,Essential,Non-essential
ENSMUSG00000029375,Non-essential,Non-essential
ENSMUSG00000035448,Non-essential,Non-essential
ENSMUSG00000069806,Non-essential,Non-essential
ENSMUSG00000090550,Non-essential,Non-essential
ENSMUSG00000018569,NA,NA
ENSMUSG00000001023,Non-essential,Non-essential
ENSMUSG00000029272,Non-essential,Non-essential
ENSMUSG00000047013,Non-essential,Non-essential
ENSMUSG00000022512,Non-essential,Essential
ENSMUSG00000019865,Non-essential,Non-essential
ENSMUSG00000026063,Non-essential,NA
ENSMUSG00000060470,Non-essential,Non-essential
ENSMUSG00000050069,Non-essential,NA
ENSMUSG00000071347,Non-essential,Non-essential
ENSMUSG00000021340,Non-essential,Non-essential
ENSMUSG00000037010,Non-essential,Non-essential
ENSMUSG00000040016,Non-essential,Non-essential
ENSMUSG00000055409,Non-essential,NA
ENSMUSG00000021508,Non-essential,NA
ENSMUSG00000026581,Non-essential,Non-essential
ENSMUSG00000079258,Non-essential,Non-essential
ENSMUSG00000043029,Non-essential,Non-essential
ENSMUSG00000000594,Non-essential,Non-essential
ENSMUSG00000022622,Non-essential,Non-essential
ENSMUSG00000025400,Non-essential,Non-essential
ENSMUSG00000037428,Non-essential,NA
ENSMUSG00000068758,Non-essential,Non-essential
ENSMUSG00000067786,Non-essential,Non-essential
ENSMUSG00000047492,Essential,Non-essential
ENSMUSG00000037393,Non-essential,Non-essential
ENSMUSG00000060216,Non-essential,Non-essential
ENSMUSG00000024781,Essential,NA
ENSMUSG00000020125,Non-essential,Non-essential
ENSMUSG00000046733,Non-essential,Non-essential
ENSMUSG00000053141,Non-essential,Non-essential
ENSMUSG00000040950,Non-essential,Non-essential
ENSMUSG00000021822,Non-essential,NA
ENSMUSG00000047977,Non-essential,NA
ENSMUSG00000043088,Non-essential,Non-essential
ENSMUSG00000049001,Non-essential,Non-essential
ENSMUSG00000001014,Non-essential,Non-essential
ENSMUSG00000010803,Non-essential,NA
ENSMUSG00000024846,Non-essential,NA
ENSMUSG00000038192,Non-essential,Non-essential
ENSMUSG00000015947,Non-essential,Non-essential
ENSMUSG00000075402,Non-essential,Non-essential
ENSMUSG00000027718,Non-essential,Non-essential
ENSMUSG00000026237,Non-essential,Non-essential
ENSMUSG00000035148,Non-essential,Non-essential
ENSMUSG00000049721,Non-essential,NA
ENSMUSG00000046093,Non-essential,Non-essential
ENSMUSG00000054934,Non-essential,Non-essential
ENSMUSG00000070336,Non-essential,NA
ENSMUSG00000021583,NA,Non-essential
ENSMUSG00000033965,Non-essential,Non-essential
ENSMUSG00000063260,NA,Non-essential
ENSMUSG00000026070,Non-essential,Non-essential
ENSMUSG00000030745,Non-essential,Non-essential
ENSMUSG00000035963,NA,Non-essential
ENSMUSG00000028037,Non-essential,Non-essential
ENSMUSG00000021749,Non-essential,Non-essential
ENSMUSG00000040717,Non-essential,Non-essential
ENSMUSG00000028427,Non-essential,Non-essential
ENSMUSG00000060572,Non-essential,Non-essential
ENSMUSG00000025784,Non-essential,Non-essential
ENSMUSG00000032725,Non-essential,Non-essential
ENSMUSG00000020000,Non-essential,Non-essential
ENSMUSG00000025952,Essential,Non-essential
ENSMUSG00000015342,Non-essential,Non-essential
ENSMUSG00000100916,Non-essential,NA
ENSMUSG00000035699,Non-essential,Non-essential
ENSMUSG00000021886,Non-essential,Non-essential
ENSMUSG00000020907,Non-essential,Non-essential
ENSMUSG00000028938,NA,NA
ENSMUSG00000079355,Non-essential,Non-essential
ENSMUSG00000021665,Non-essential,NA
ENSMUSG00000035773,NA,NA
ENSMUSG00000023078,Non-essential,Non-essential
ENSMUSG00000063851,Non-essential,Non-essential
ENSMUSG00000034175,Non-essential,Non-essential
ENSMUSG00000030945,Non-essential,Non-essential
ENSMUSG00000020101,Non-essential,NA
ENSMUSG00000013091,Non-essential,Non-essential
ENSMUSG00000071005,Essential,Non-essential
ENSMUSG00000032548,Non-essential,Essential
ENSMUSG00000039167,Non-essential,Non-essential
ENSMUSG00000021123,Non-essential,Non-essential
ENSMUSG00000018570,Non-essential,Non-essential
ENSMUSG00000049624,NA,NA
ENSMUSG00000029819,Non-essential,Non-essential
ENSMUSG00000020953,Non-essential,Non-essential
ENSMUSG00000022587,Non-essential,Essential
ENSMUSG00000041347,Non-essential,Non-essential
ENSMUSG00000021678,Non-essential,NA
ENSMUSG00000051839,Non-essential,Non-essential
ENSMUSG00000034911,Non-essential,Non-essential
ENSMUSG00000030255,NA,Non-essential
ENSMUSG00000047501,Non-essential,NA
ENSMUSG00000063672,Non-essential,Non-essential
ENSMUSG00000057454,Non-essential,NA
ENSMUSG00000018900,Non-essential,Essential
ENSMUSG00000028270,Non-essential,Non-essential
ENSMUSG00000021361,NA,NA
ENSMUSG00000046410,Non-essential,Non-essential
ENSMUSG00000044337,Non-essential,Essential
ENSMUSG00000029288,Non-essential,Non-essential
ENSMUSG00000043953,Non-essential,Non-essential
ENSMUSG00000073418,Non-essential,Non-essential
ENSMUSG00000020912,Essential,Non-essential
ENSMUSG00000022416,Non-essential,Non-essential
ENSMUSG00000038403,Non-essential,NA
ENSMUSG00000031344,Non-essential,Non-essential
ENSMUSG00000022244,Non-essential,Non-essential
ENSMUSG00000032394,Non-essential,Non-essential
ENSMUSG00000035165,Non-essential,Non-essential
ENSMUSG00000074227,Non-essential,NA
ENSMUSG00000035383,Non-essential,Non-essential
ENSMUSG00000024440,Non-essential,Non-essential
ENSMUSG00000051439,Non-essential,Non-essential
ENSMUSG00000000318,Non-essential,Non-essential
ENSMUSG00000050445,Non-essential,Non-essential
ENSMUSG00000069763,Non-essential,Essential
ENSMUSG00000024391,Non-essential,Non-essential
ENSMUSG00000041559,Non-essential,Non-essential
ENSMUSG00000070509,NA,Essential
ENSMUSG00000020332,Non-essential,NA
ENSMUSG00000002668,Non-essential,Non-essential
ENSMUSG00000032204,Non-essential,Non-essential
ENSMUSG00000028445,Non-essential,Non-essential
ENSMUSG00000074886,Non-essential,Non-essential
ENSMUSG00000020383,Non-essential,Non-essential
ENSMUSG00000027776,Non-essential,Non-essential
ENSMUSG00000050241,Non-essential,Non-essential
ENSMUSG00000068686,Non-essential,Non-essential
ENSMUSG00000044067,Non-essential,Non-essential
ENSMUSG00000001865,Non-essential,Non-essential
ENSMUSG00000053024,Non-essential,Non-essential
ENSMUSG00000025075,Non-essential,Non-essential
ENSMUSG00000040751,Non-essential,Non-essential
ENSMUSG00000031962,Non-essential,Non-essential
ENSMUSG00000028047,Non-essential,Non-essential
ENSMUSG00000054422,Non-essential,Non-essential
ENSMUSG00000045092,Non-essential,NA
ENSMUSG00000045589,Essential,NA
ENSMUSG00000024256,Non-essential,NA
ENSMUSG00000051147,Non-essential,Non-essential
ENSMUSG00000040537,Non-essential,NA
ENSMUSG00000019838,Non-essential,Non-essential
ENSMUSG00000005540,Non-essential,Non-essential
ENSMUSG00000052151,Non-essential,Non-essential
ENSMUSG00000014543,Non-essential,Non-essential
ENSMUSG00000002980,Non-essential,Non-essential
ENSMUSG00000028064,Non-essential,Non-essential
ENSMUSG00000045994,Non-essential,Non-essential
ENSMUSG00000002588,Non-essential,Non-essential
ENSMUSG00000006241,Non-essential,NA
ENSMUSG00000031995,Non-essential,Essential
ENSMUSG00000037669,Non-essential,Non-essential
ENSMUSG00000020251,Non-essential,NA
ENSMUSG00000025481,Non-essential,Non-essential
ENSMUSG00000074939,Non-essential,Non-essential
ENSMUSG00000013033,Non-essential,Non-essential
ENSMUSG00000035373,Non-essential,Non-essential
ENSMUSG00000026579,Non-essential,Essential
ENSMUSG00000023942,Non-essential,Non-essential
ENSMUSG00000071713,Non-essential,NA
ENSMUSG00000036887,Non-essential,NA
ENSMUSG00000044678,Non-essential,NA
ENSMUSG00000022435,Non-essential,Non-essential
ENSMUSG00000044186,Non-essential,Non-essential
ENSMUSG00000027901,Non-essential,NA
ENSMUSG00000004344,Non-essential,Non-essential
ENSMUSG00000030359,Non-essential,Non-essential
ENSMUSG00000066392,Non-essential,NA
ENSMUSG00000035847,Non-essential,NA
ENSMUSG00000022157,NA,Non-essential
ENSMUSG00000033210,Non-essential,NA
ENSMUSG00000042268,Non-essential,NA
ENSMUSG00000058669,Non-essential,Non-essential
ENSMUSG00000022821,Non-essential,Non-essential
ENSMUSG00000029119,Non-essential,Non-essential
ENSMUSG00000022575,Non-essential,Non-essential
ENSMUSG00000048617,Non-essential,Non-essential
ENSMUSG00000030124,Non-essential,Non-essential
ENSMUSG00000040600,Non-essential,Non-essential
ENSMUSG00000045551,Non-essential,Non-essential
ENSMUSG00000022650,Non-essential,Non-essential
ENSMUSG00000032269,Non-essential,NA
ENSMUSG00000026285,Non-essential,NA
ENSMUSG00000025468,Non-essential,Non-essential
ENSMUSG00000022986,Essential,Non-essential
ENSMUSG00000019848,Non-essential,Non-essential
ENSMUSG00000022665,Non-essential,Non-essential
ENSMUSG00000068923,NA,Non-essential
ENSMUSG00000049281,Essential,Non-essential
ENSMUSG00000045502,Non-essential,Non-essential
ENSMUSG00000046846,Non-essential,Non-essential
ENSMUSG00000026981,Non-essential,NA
ENSMUSG00000019194,Non-essential,Essential
ENSMUSG00000022899,Non-essential,Non-essential
ENSMUSG00000050468,Non-essential,Non-essential
ENSMUSG00000066189,Non-essential,Non-essential
ENSMUSG00000075478,Non-essential,NA
ENSMUSG00000029847,Non-essential,Non-essential
ENSMUSG00000031551,Non-essential,Non-essential
ENSMUSG00000020829,Non-essential,Non-essential
ENSMUSG00000020216,Non-essential,Non-essential
ENSMUSG00000027950,Non-essential,NA
ENSMUSG00000025105,Non-essential,Non-essential
ENSMUSG00000066129,Non-essential,Non-essential
ENSMUSG00000034739,NA,Non-essential
ENSMUSG00000052131,Non-essential,Non-essential
ENSMUSG00000023906,Non-essential,Non-essential
ENSMUSG00000028860,Non-essential,Non-essential
ENSMUSG00000078810,Non-essential,Non-essential
ENSMUSG00000028036,Non-essential,Non-essential
ENSMUSG00000032641,Non-essential,Non-essential
ENSMUSG00000000732,Non-essential,Non-essential
ENSMUSG00000026365,Non-essential,NA
ENSMUSG00000047230,Non-essential,Non-essential
ENSMUSG00000031250,Non-essential,Non-essential
ENSMUSG00000026697,Non-essential,Non-essential
ENSMUSG00000002699,Non-essential,Essential
ENSMUSG00000000982,Non-essential,Non-essential
ENSMUSG00000095180,Non-essential,Non-essential
ENSMUSG00000027568,Non-essential,Non-essential
ENSMUSG00000004105,Non-essential,Non-essential
ENSMUSG00000009281,Non-essential,Non-essential
ENSMUSG00000025746,Non-essential,Non-essential
ENSMUSG00000021214,Non-essential,Non-essential
ENSMUSG00000025557,Non-essential,Non-essential
ENSMUSG00000023393,Non-essential,Non-essential
ENSMUSG00000023943,Non-essential,Non-essential
ENSMUSG00000026080,Non-essential,Non-essential
ENSMUSG00000067149,Non-essential,Non-essential
ENSMUSG00000059547,Non-essential,Non-essential
ENSMUSG00000024366,Non-essential,Non-essential
ENSMUSG00000058755,Non-essential,Non-essential
ENSMUSG00000029322,Non-essential,Non-essential
ENSMUSG00000053897,Non-essential,Essential
ENSMUSG00000044317,Non-essential,Essential
ENSMUSG00000046167,Non-essential,Non-essential
ENSMUSG00000047531,Essential,NA
ENSMUSG00000035596,Non-essential,NA
ENSMUSG00000059305,Essential,Non-essential
ENSMUSG00000027322,Non-essential,Non-essential
ENSMUSG00000062044,Non-essential,Non-essential
ENSMUSG00000036040,Non-essential,NA
ENSMUSG00000023057,Non-essential,Non-essential
ENSMUSG00000044176,NA,Non-essential
ENSMUSG00000071649,Non-essential,NA
ENSMUSG00000044034,Non-essential,Non-essential
ENSMUSG00000024553,Non-essential,Non-essential
ENSMUSG00000029866,Non-essential,Non-essential
ENSMUSG00000071714,Non-essential,Non-essential
ENSMUSG00000033998,Non-essential,Non-essential
ENSMUSG00000030560,Non-essential,Non-essential
ENSMUSG00000026573,Non-essential,Non-essential
ENSMUSG00000022598,Non-essential,Non-essential
ENSMUSG00000031266,Non-essential,Non-essential
ENSMUSG00000025575,NA,NA
ENSMUSG00000024028,Non-essential,Non-essential
ENSMUSG00000027887,Non-essential,Non-essential
ENSMUSG00000017311,Non-essential,Non-essential
ENSMUSG00000031494,Non-essential,Non-essential
ENSMUSG00000042428,Non-essential,Non-essential
ENSMUSG00000043089,Non-essential,Non-essential
ENSMUSG00000005681,Non-essential,Non-essential
ENSMUSG00000042078,Non-essential,Non-essential
ENSMUSG00000016756,Non-essential,NA
ENSMUSG00000031163,Non-essential,Non-essential
ENSMUSG00000054520,Non-essential,NA
ENSMUSG00000049928,Non-essential,Non-essential
ENSMUSG00000033981,Non-essential,Essential
ENSMUSG00000030281,Non-essential,Non-essential
ENSMUSG00000051279,Non-essential,NA
ENSMUSG00000030218,Non-essential,NA
ENSMUSG00000075702,Non-essential,Non-essential
ENSMUSG00000044461,Non-essential,NA
ENSMUSG00000031142,Non-essential,Non-essential
ENSMUSG00000035042,Non-essential,Non-essential
ENSMUSG00000031394,Non-essential,Non-essential
ENSMUSG00000029163,Non-essential,Non-essential
ENSMUSG00000053164,NA,Non-essential
ENSMUSG00000096847,Non-essential,Non-essential
ENSMUSG00000026065,Non-essential,Non-essential
ENSMUSG00000050058,Non-essential,Non-essential
ENSMUSG00000051896,Non-essential,Non-essential
ENSMUSG00000017057,Non-essential,Non-essential
ENSMUSG00000058620,Non-essential,NA
ENSMUSG00000070942,Non-essential,Non-essential
ENSMUSG00000032089,Non-essential,Non-essential
ENSMUSG00000051076,Non-essential,Non-essential
ENSMUSG00000025479,Non-essential,Non-essential
ENSMUSG00000052234,Essential,Non-essential
ENSMUSG00000014542,Non-essential,Non-essential
ENSMUSG00000025491,Non-essential,Non-essential
ENSMUSG00000037944,Non-essential,Non-essential
ENSMUSG00000022687,Non-essential,Non-essential
ENSMUSG00000028971,Non-essential,Non-essential
ENSMUSG00000030413,Non-essential,Non-essential
ENSMUSG00000072572,Non-essential,Non-essential
ENSMUSG00000052616,Non-essential,NA
ENSMUSG00000022372,Non-essential,Non-essential
ENSMUSG00000044322,Non-essential,Non-essential
ENSMUSG00000034115,Non-essential,Non-essential
ENSMUSG00000016024,Non-essential,Non-essential
ENSMUSG00000058354,Non-essential,NA
ENSMUSG00000038486,Non-essential,NA
ENSMUSG00000054200,Non-essential,Non-essential
ENSMUSG00000031492,Non-essential,Non-essential
ENSMUSG00000064373,Non-essential,NA
ENSMUSG00000028542,Non-essential,Essential
ENSMUSG00000067279,Non-essential,Essential
ENSMUSG00000025431,Non-essential,Non-essential
ENSMUSG00000041791,Essential,NA
ENSMUSG00000031364,Non-essential,Non-essential
ENSMUSG00000003555,Non-essential,Essential
ENSMUSG00000045111,Non-essential,Non-essential
ENSMUSG00000018914,Non-essential,Non-essential
ENSMUSG00000030737,Non-essential,Non-essential
ENSMUSG00000022181,Non-essential,Non-essential
ENSMUSG00000026983,Non-essential,Non-essential
ENSMUSG00000038148,Non-essential,Non-essential
