Gene,Essential OEG
WBGene00018895,Non-essential
WBGene00000015,Non-essential
WBGene00016772,Non-essential
WBGene00022517,Non-essential
WBGene00010756,Non-essential
WBGene00017675,Non-essential
WBGene00013810,Non-essential
WBGene00009094,Non-essential
WBGene00014061,Non-essential
WBGene00011672,Non-essential
WBGene00000301,Non-essential
WBGene00011469,Non-essential
WBGene00006672,Non-essential
WBGene00016445,Non-essential
WBGene00005749,Non-essential
WBGene00012296,Non-essential
WBGene00013860,Non-essential
WBGene00005703,Non-essential
WBGene00022842,Non-essential
WBGene00010688,Non-essential
WBGene00006012,Non-essential
WBGene00013904,Non-essential
WBGene00000628,Non-essential
WBGene00019731,Non-essential
WBGene00017628,Non-essential
WBGene00007289,Non-essential
WBGene00015080,Non-essential
WBGene00012531,Non-essential
WBGene00013884,Non-essential
WBGene00021390,Non-essential
WBGene00001750,Non-essential
WBGene00005358,Non-essential
WBGene00003425,Non-essential
WBGene00009300,Non-essential
WBGene00006231,Non-essential
WBGene00003754,Non-essential
WBGene00020656,Non-essential
WBGene00010177,Non-essential
WBGene00003075,Non-essential
WBGene00019736,Non-essential
WBGene00019041,Non-essential
WBGene00015398,Non-essential
WBGene00017809,Non-essential
WBGene00008243,Non-essential
WBGene00005094,Non-essential
WBGene00018211,Non-essential
WBGene00012535,Non-essential
WBGene00013872,Non-essential
WBGene00012872,Non-essential
WBGene00009296,Non-essential
WBGene00006280,Non-essential
WBGene00022709,Non-essential
WBGene00010009,Non-essential
WBGene00012219,Non-essential
WBGene00007560,Non-essential
WBGene00019753,Non-essential
WBGene00021139,Non-essential
WBGene00015690,Non-essential
WBGene00021052,Non-essential
WBGene00008335,Non-essential
WBGene00020861,Non-essential
WBGene00018425,Non-essential
WBGene00022553,Non-essential
WBGene00008945,Non-essential
WBGene00017991,Non-essential
WBGene00009302,Non-essential
WBGene00019063,Non-essential
WBGene00010391,Non-essential
WBGene00010610,Non-essential
WBGene00005193,Non-essential
WBGene00001697,Non-essential
WBGene00016738,Non-essential
WBGene00013087,Non-essential
WBGene00021569,Non-essential
WBGene00010635,Non-essential
WBGene00011228,Non-essential
WBGene00010299,Non-essential
WBGene00005450,Non-essential
WBGene00004172,Non-essential
WBGene00016898,Non-essential
WBGene00007313,Non-essential
WBGene00016386,Non-essential
WBGene00005095,Non-essential
WBGene00018535,Non-essential
WBGene00010871,Non-essential
WBGene00012288,Non-essential
WBGene00015019,Non-essential
WBGene00017873,Non-essential
WBGene00010929,Non-essential
WBGene00007285,Non-essential
WBGene00021114,Non-essential
WBGene00010157,Non-essential
WBGene00012314,Non-essential
WBGene00016424,Non-essential
WBGene00009158,Non-essential
WBGene00006623,Non-essential
WBGene00000599,Non-essential
WBGene00005243,Non-essential
WBGene00019430,Non-essential
WBGene00016732,Non-essential
WBGene00004912,Non-essential
WBGene00009397,Non-essential
WBGene00022843,Non-essential
WBGene00008799,Non-essential
WBGene00018247,Non-essential
WBGene00005348,Non-essential
WBGene00007778,Non-essential
WBGene00018067,Non-essential
WBGene00010144,Non-essential
WBGene00007611,Non-essential
WBGene00010414,Non-essential
WBGene00007822,Non-essential
WBGene00011655,Non-essential
WBGene00005323,Non-essential
WBGene00003890,Non-essential
WBGene00012176,Non-essential
WBGene00014214,Non-essential
WBGene00005037,Non-essential
WBGene00011763,Non-essential
WBGene00015715,Non-essential
WBGene00008216,Non-essential
WBGene00018002,Non-essential
WBGene00021110,Non-essential
WBGene00020017,Non-essential
WBGene00022591,Essential
WBGene00009679,Non-essential
WBGene00012502,Non-essential
WBGene00006049,Non-essential
WBGene00009144,Non-essential
WBGene00005011,Non-essential
WBGene00010633,Non-essential
WBGene00016050,Non-essential
WBGene00010795,Non-essential
WBGene00022557,Non-essential
WBGene00012215,Non-essential
WBGene00020880,Non-essential
WBGene00011841,Non-essential
WBGene00007688,Non-essential
WBGene00005167,Non-essential
WBGene00015084,Non-essential
WBGene00015369,Non-essential
WBGene00018473,Non-essential
WBGene00015279,Non-essential
WBGene00016993,Non-essential
WBGene00005172,Non-essential
WBGene00008190,Non-essential
WBGene00006979,Non-essential
WBGene00008725,Non-essential
WBGene00022674,Non-essential
WBGene00015337,Non-essential
WBGene00016345,Non-essential
WBGene00022884,Non-essential
WBGene00012076,Non-essential
WBGene00000593,Non-essential
WBGene00006171,Non-essential
WBGene00005093,Non-essential
WBGene00019417,Non-essential
WBGene00011381,Non-essential
WBGene00018049,Non-essential
WBGene00019810,Non-essential
WBGene00018803,Non-essential
WBGene00010148,Non-essential
WBGene00008435,Non-essential
WBGene00005595,Non-essential
WBGene00022720,Non-essential
WBGene00017255,Non-essential
WBGene00008215,Non-essential
WBGene00009822,Non-essential
WBGene00018255,Non-essential
WBGene00008553,Non-essential
WBGene00015036,Non-essential
WBGene00001981,Non-essential
WBGene00007096,Non-essential
WBGene00012251,Non-essential
WBGene00019066,Non-essential
WBGene00017129,Non-essential
WBGene00012942,Non-essential
WBGene00000437,Non-essential
WBGene00014248,Non-essential
WBGene00001726,Non-essential
WBGene00005458,Non-essential
WBGene00002113,Non-essential
WBGene00019020,Non-essential
WBGene00019043,Non-essential
WBGene00007296,Non-essential
WBGene00001641,Non-essential
WBGene00011092,Non-essential
WBGene00006471,Non-essential
WBGene00019139,Non-essential
WBGene00016223,Non-essential
WBGene00017695,Non-essential
WBGene00010016,Non-essential
WBGene00004099,Non-essential
WBGene00016543,Non-essential
WBGene00010172,Non-essential
WBGene00006686,Non-essential
WBGene00008599,Non-essential
WBGene00005575,Non-essential
WBGene00008773,Non-essential
WBGene00014181,Non-essential
WBGene00018221,Non-essential
WBGene00011203,Non-essential
WBGene00012820,Non-essential
WBGene00018056,Non-essential
WBGene00018844,Non-essential
WBGene00020237,Non-essential
WBGene00017791,Non-essential
WBGene00019418,Non-essential
WBGene00011112,Non-essential
WBGene00010669,Non-essential
WBGene00007981,Non-essential
WBGene00013242,Non-essential
WBGene00009350,Non-essential
WBGene00018360,Non-essential
WBGene00012279,Non-essential
WBGene00018162,Essential
WBGene00020544,Non-essential
WBGene00015244,Non-essential
WBGene00010203,Non-essential
WBGene00012081,Non-essential
WBGene00009898,Non-essential
WBGene00009465,Non-essential
WBGene00011392,Non-essential
WBGene00017267,Non-essential
WBGene00001458,Non-essential
WBGene00020121,Non-essential
WBGene00020890,Non-essential
WBGene00005416,Non-essential
WBGene00011326,Non-essential
WBGene00007440,Non-essential
WBGene00000446,Non-essential
WBGene00003730,Essential
WBGene00010236,Non-essential
WBGene00017758,Non-essential
WBGene00005027,Non-essential
WBGene00006865,Non-essential
WBGene00006138,Non-essential
WBGene00019346,Non-essential
WBGene00017603,Non-essential
WBGene00016668,Non-essential
WBGene00016733,Non-essential
WBGene00001792,Non-essential
WBGene00004962,Non-essential
WBGene00009511,Non-essential
WBGene00019283,Non-essential
WBGene00019714,Non-essential
WBGene00016413,Non-essential
WBGene00014235,Non-essential
WBGene00018163,Non-essential
WBGene00016430,Non-essential
WBGene00012778,Non-essential
WBGene00019619,Non-essential
WBGene00015455,Non-essential
WBGene00010679,Non-essential
WBGene00004108,Non-essential
WBGene00001772,Non-essential
WBGene00010114,Non-essential
WBGene00000672,Non-essential
WBGene00004150,Non-essential
WBGene00018052,Non-essential
WBGene00020516,Non-essential
WBGene00020651,Non-essential
WBGene00017614,Non-essential
WBGene00007642,Non-essential
WBGene00015605,Non-essential
WBGene00007964,Non-essential
WBGene00006678,Non-essential
WBGene00020564,Non-essential
WBGene00011021,Non-essential
WBGene00015056,Non-essential
WBGene00006098,Non-essential
WBGene00006684,Non-essential
WBGene00010032,Non-essential
WBGene00000564,Non-essential
WBGene00018713,Non-essential
WBGene00007990,Non-essential
WBGene00011996,Non-essential
WBGene00009581,Non-essential
WBGene00013296,Non-essential
WBGene00018005,Non-essential
WBGene00012087,Non-essential
WBGene00008698,Non-essential
WBGene00011214,Non-essential
WBGene00000626,Non-essential
WBGene00018590,Non-essential
WBGene00022013,Non-essential
WBGene00008273,Non-essential
WBGene00019431,Non-essential
WBGene00004223,Non-essential
WBGene00019917,Non-essential
WBGene00012051,Non-essential
WBGene00012034,Non-essential
WBGene00019426,Non-essential
WBGene00005999,Non-essential
WBGene00010008,Non-essential
WBGene00011466,Non-essential
WBGene00003755,Non-essential
WBGene00014032,Non-essential
WBGene00017420,Non-essential
WBGene00016013,Non-essential
WBGene00017481,Non-essential
WBGene00020642,Non-essential
WBGene00020612,Non-essential
WBGene00020260,Non-essential
WBGene00006689,Non-essential
WBGene00007006,Non-essential
WBGene00008556,Non-essential
WBGene00007393,Non-essential
WBGene00013556,Non-essential
WBGene00014182,Non-essential
WBGene00004928,Non-essential
WBGene00017542,Non-essential
WBGene00012621,Non-essential
WBGene00019702,Non-essential
WBGene00016222,Non-essential
WBGene00017806,Non-essential
WBGene00017175,Non-essential
WBGene00008788,Non-essential
WBGene00018403,Non-essential
WBGene00006193,Non-essential
WBGene00020599,Non-essential
WBGene00018106,Non-essential
WBGene00006178,Non-essential
WBGene00015865,Non-essential
WBGene00018731,Non-essential
WBGene00005563,Non-essential
WBGene00007123,Non-essential
WBGene00009250,Non-essential
WBGene00011909,Non-essential
WBGene00016336,Non-essential
WBGene00005910,Non-essential
WBGene00009602,Non-essential
WBGene00005744,Non-essential
WBGene00012391,Non-essential
WBGene00017862,Non-essential
WBGene00008859,Non-essential
WBGene00007999,Non-essential
WBGene00008493,Non-essential
WBGene00017681,Non-essential
WBGene00007733,Non-essential
WBGene00015572,Non-essential
WBGene00000634,Non-essential
WBGene00000723,Non-essential
WBGene00010504,Non-essential
WBGene00018576,Non-essential
WBGene00015973,Non-essential
WBGene00009473,Non-essential
WBGene00000255,Non-essential
WBGene00009509,Non-essential
WBGene00009915,Non-essential
WBGene00003444,Non-essential
WBGene00019598,Non-essential
WBGene00000955,Non-essential
WBGene00010994,Non-essential
WBGene00007239,Non-essential
WBGene00001066,Non-essential
WBGene00007714,Non-essential
WBGene00015592,Non-essential
WBGene00008226,Non-essential
WBGene00019515,Non-essential
WBGene00005385,Non-essential
WBGene00011158,Non-essential
WBGene00002090,Non-essential
WBGene00010255,Non-essential
WBGene00016234,Non-essential
WBGene00019870,Non-essential
WBGene00006004,Non-essential
WBGene00012043,Non-essential
WBGene00016538,Non-essential
WBGene00019923,Non-essential
WBGene00017455,Non-essential
WBGene00005267,Non-essential
WBGene00012018,Non-essential
WBGene00016285,Non-essential
WBGene00000558,Non-essential
WBGene00005303,Non-essential
WBGene00017493,Non-essential
WBGene00007602,Non-essential
WBGene00018939,Non-essential
WBGene00005018,Essential
WBGene00007159,Non-essential
WBGene00009593,Non-essential
WBGene00016825,Non-essential
WBGene00008571,Non-essential
WBGene00007478,Non-essential
WBGene00018098,Non-essential
WBGene00001464,Non-essential
WBGene00011847,Non-essential
WBGene00011830,Non-essential
WBGene00017042,Non-essential
WBGene00017679,Non-essential
WBGene00016083,Non-essential
WBGene00013749,Non-essential
WBGene00009653,Non-essential
WBGene00004017,Non-essential
WBGene00007869,Non-essential
WBGene00015953,Non-essential
WBGene00014006,Non-essential
WBGene00012382,Non-essential
WBGene00000616,Non-essential
WBGene00015006,Non-essential
WBGene00009413,Non-essential
WBGene00013965,Non-essential
WBGene00004126,Non-essential
WBGene00007872,Non-essential
WBGene00005269,Non-essential
WBGene00016000,Non-essential
WBGene00020845,Non-essential
WBGene00010899,Non-essential
WBGene00018502,Non-essential
WBGene00010267,Non-essential
WBGene00004023,Non-essential
WBGene00012237,Non-essential
WBGene00016979,Non-essential
WBGene00006096,Non-essential
WBGene00008105,Non-essential
WBGene00018841,Non-essential
WBGene00019755,Non-essential
WBGene00009502,Non-essential
WBGene00012304,Non-essential
WBGene00007823,Non-essential
WBGene00013956,Non-essential
WBGene00015254,Non-essential
WBGene00009446,Non-essential
WBGene00022706,Non-essential
WBGene00005017,Non-essential
WBGene00008479,Non-essential
WBGene00017978,Non-essential
WBGene00008496,Non-essential
WBGene00018432,Non-essential
WBGene00010338,Non-essential
WBGene00009403,Non-essential
WBGene00020217,Non-essential
WBGene00012520,Non-essential
WBGene00019722,Non-essential
WBGene00017976,Non-essential
WBGene00016626,Non-essential
WBGene00010823,Non-essential
WBGene00018311,Non-essential
WBGene00006070,Non-essential
WBGene00017436,Non-essential
WBGene00017473,Non-essential
WBGene00021970,Non-essential
WBGene00005071,Non-essential
WBGene00006112,Non-essential
WBGene00019703,Non-essential
WBGene00007327,Non-essential
WBGene00001910,Non-essential
WBGene00008908,Non-essential
WBGene00003977,Non-essential
WBGene00008753,Non-essential
WBGene00010448,Non-essential
WBGene00012784,Non-essential
WBGene00009135,Non-essential
WBGene00019583,Non-essential
WBGene00012770,Non-essential
WBGene00000718,Non-essential
WBGene00014697,Non-essential
WBGene00007153,Non-essential
WBGene00006120,Non-essential
WBGene00008910,Non-essential
WBGene00007071,Non-essential
WBGene00020539,Non-essential
WBGene00005488,Non-essential
WBGene00017439,Non-essential
WBGene00006144,Non-essential
WBGene00015002,Non-essential
WBGene00020639,Non-essential
WBGene00008297,Non-essential
WBGene00016675,Non-essential
WBGene00011322,Non-essential
WBGene00012455,Non-essential
WBGene00019234,Non-essential
WBGene00000044,Non-essential
WBGene00020773,Non-essential
WBGene00020699,Non-essential
WBGene00020576,Non-essential
WBGene00020536,Non-essential
WBGene00012536,Non-essential
WBGene00008754,Non-essential
WBGene00010764,Non-essential
WBGene00013750,Non-essential
WBGene00013194,Non-essential
WBGene00006148,Non-essential
WBGene00005596,Non-essential
WBGene00016581,Non-essential
WBGene00017114,Non-essential
WBGene00018436,Non-essential
WBGene00014241,Non-essential
WBGene00003466,Non-essential
WBGene00012335,Non-essential
WBGene00009612,Non-essential
WBGene00005194,Non-essential
WBGene00007938,Non-essential
WBGene00019197,Non-essential
WBGene00012548,Non-essential
WBGene00012962,Non-essential
WBGene00003443,Non-essential
WBGene00016612,Non-essential
WBGene00013811,Non-essential
WBGene00012541,Non-essential
WBGene00018566,Non-essential
WBGene00013628,Non-essential
WBGene00013569,Non-essential
WBGene00006266,Non-essential
WBGene00013396,Non-essential
WBGene00004998,Non-essential
WBGene00001711,Non-essential
WBGene00000640,Non-essential
WBGene00022825,Non-essential
WBGene00003741,Non-essential
WBGene00018244,Non-essential
WBGene00013890,Non-essential
WBGene00007894,Non-essential
WBGene00019331,Non-essential
WBGene00015564,Non-essential
WBGene00018980,Non-essential
WBGene00011934,Non-essential
WBGene00003543,Non-essential
WBGene00017613,Non-essential
WBGene00020534,Non-essential
WBGene00007506,Non-essential
WBGene00020047,Non-essential
WBGene00012174,Non-essential
WBGene00002104,Non-essential
WBGene00018039,Non-essential
WBGene00009722,Non-essential
WBGene00013394,Non-essential
WBGene00016727,Non-essential
WBGene00005987,Non-essential
WBGene00017842,Non-essential
WBGene00010147,Non-essential
WBGene00009620,Non-essential
WBGene00001064,Non-essential
WBGene00009927,Non-essential
WBGene00020791,Non-essential
WBGene00020874,Non-essential
WBGene00013858,Non-essential
WBGene00017100,Non-essential
WBGene00017029,Non-essential
WBGene00005554,Non-essential
WBGene00007262,Non-essential
WBGene00005128,Non-essential
WBGene00003768,Non-essential
WBGene00007865,Non-essential
WBGene00022515,Non-essential
WBGene00016152,Non-essential
WBGene00000677,Non-essential
WBGene00018671,Non-essential
WBGene00016069,Non-essential
WBGene00019601,Non-essential
WBGene00004264,Non-essential
WBGene00009714,Non-essential
WBGene00003534,Non-essential
WBGene00009869,Non-essential
WBGene00009571,Non-essential
WBGene00016058,Non-essential
WBGene00000583,Non-essential
WBGene00013315,Non-essential
WBGene00005410,Non-essential
WBGene00007133,Non-essential
WBGene00001210,Non-essential
WBGene00008365,Non-essential
WBGene00011584,Non-essential
WBGene00005412,Non-essential
WBGene00007885,Non-essential
WBGene00003093,Non-essential
WBGene00015576,Non-essential
WBGene00001761,Non-essential
WBGene00009235,Non-essential
WBGene00020792,Non-essential
WBGene00019924,Non-essential
WBGene00016514,Non-essential
WBGene00005622,Non-essential
WBGene00022891,Non-essential
WBGene00018600,Non-essential
WBGene00018528,Non-essential
WBGene00014247,Non-essential
WBGene00012646,Non-essential
WBGene00000664,Non-essential
WBGene00007806,Non-essential
WBGene00011025,Non-essential
WBGene00001805,Non-essential
WBGene00018323,Non-essential
WBGene00013806,Non-essential
WBGene00019111,Non-essential
WBGene00015822,Non-essential
WBGene00010486,Non-essential
WBGene00005526,Non-essential
WBGene00017948,Non-essential
WBGene00007211,Non-essential
WBGene00001626,Non-essential
WBGene00000665,Non-essential
WBGene00010181,Non-essential
WBGene00000617,Non-essential
WBGene00002253,Non-essential
WBGene00011076,Non-essential
WBGene00015944,Non-essential
WBGene00000733,Non-essential
WBGene00013830,Non-essential
WBGene00009504,Non-essential
WBGene00009766,Non-essential
WBGene00008511,Non-essential
WBGene00018083,Non-essential
WBGene00016299,Non-essential
WBGene00017975,Non-essential
WBGene00017488,Non-essential
WBGene00011512,Non-essential
WBGene00021126,Non-essential
WBGene00014144,Non-essential
WBGene00010140,Non-essential
WBGene00016160,Non-essential
WBGene00005401,Non-essential
WBGene00008970,Non-essential
WBGene00020014,Non-essential
WBGene00017215,Non-essential
WBGene00015907,Non-essential
WBGene00018616,Non-essential
WBGene00009031,Non-essential
WBGene00022564,Non-essential
WBGene00011005,Non-essential
WBGene00005541,Non-essential
WBGene00018805,Non-essential
WBGene00000178,Non-essential
WBGene00015375,Non-essential
WBGene00009222,Non-essential
WBGene00011360,Non-essential
WBGene00010047,Non-essential
WBGene00019491,Non-essential
WBGene00017172,Non-essential
WBGene00006192,Non-essential
WBGene00016040,Non-essential
WBGene00009027,Non-essential
WBGene00013932,Non-essential
WBGene00007861,Non-essential
WBGene00010249,Non-essential
WBGene00001079,Non-essential
WBGene00006306,Non-essential
WBGene00009763,Non-essential
WBGene00021568,Non-essential
WBGene00016334,Non-essential
WBGene00009806,Non-essential
WBGene00010540,Non-essential
WBGene00007883,Non-essential
WBGene00020740,Non-essential
WBGene00020144,Non-essential
WBGene00014161,Non-essential
WBGene00019597,Non-essential
WBGene00016864,Non-essential
WBGene00013897,Non-essential
WBGene00000636,Non-essential
WBGene00021122,Non-essential
WBGene00005064,Non-essential
WBGene00019106,Non-essential
WBGene00008603,Non-essential
WBGene00007658,Non-essential
WBGene00011768,Non-essential
WBGene00019202,Non-essential
WBGene00017073,Non-essential
WBGene00019138,Non-essential
WBGene00001713,Non-essential
WBGene00022770,Non-essential
WBGene00010706,Non-essential
WBGene00005548,Non-essential
WBGene00012764,Non-essential
WBGene00001068,Non-essential
WBGene00009467,Non-essential
WBGene00009462,Non-essential
WBGene00020715,Non-essential
WBGene00021567,Non-essential
WBGene00007410,Non-essential
WBGene00018124,Non-essential
WBGene00017476,Non-essential
WBGene00017788,Non-essential
WBGene00012010,Non-essential
WBGene00015323,Non-essential
WBGene00018884,Non-essential
WBGene00004997,Non-essential
WBGene00016414,Non-essential
WBGene00016434,Non-essential
WBGene00020032,Non-essential
WBGene00011337,Non-essential
WBGene00008557,Non-essential
WBGene00007852,Non-essential
WBGene00017947,Non-essential
WBGene00009816,Non-essential
WBGene00012312,Non-essential
WBGene00008284,Non-essential
WBGene00005965,Non-essential
WBGene00008982,Non-essential
WBGene00000557,Non-essential
WBGene00012050,Non-essential
WBGene00011773,Non-essential
WBGene00005433,Non-essential
WBGene00000759,Non-essential
WBGene00020887,Non-essential
WBGene00009000,Non-essential
WBGene00017471,Non-essential
WBGene00013928,Non-essential
WBGene00016215,Non-essential
WBGene00017761,Non-essential
WBGene00017922,Non-essential
WBGene00005685,Non-essential
WBGene00008153,Non-essential
WBGene00017522,Non-essential
WBGene00010741,Non-essential
WBGene00011752,Non-essential
WBGene00017000,Non-essential
WBGene00006215,Non-essential
WBGene00005565,Non-essential
WBGene00018038,Non-essential
WBGene00010373,Non-essential
WBGene00012291,Non-essential
WBGene00011793,Non-essential
WBGene00010123,Non-essential
WBGene00016828,Non-essential
WBGene00016958,Non-essential
WBGene00013275,Non-essential
WBGene00003987,Non-essential
WBGene00010218,Non-essential
WBGene00017762,Non-essential
WBGene00018687,Non-essential
WBGene00000032,Non-essential
WBGene00020943,Non-essential
WBGene00020318,Non-essential
WBGene00010169,Non-essential
WBGene00012239,Non-essential
WBGene00011428,Non-essential
WBGene00020123,Non-essential
WBGene00021566,Non-essential
WBGene00021044,Non-essential
WBGene00011782,Non-essential
WBGene00000669,Non-essential
WBGene00010772,Non-essential
WBGene00005907,Non-essential
WBGene00000667,Non-essential
WBGene00020106,Non-essential
WBGene00000684,Non-essential
WBGene00011833,Non-essential
WBGene00008631,Non-essential
WBGene00011372,Non-essential
WBGene00016027,Non-essential
WBGene00008833,Non-essential
WBGene00000859,Non-essential
WBGene00005346,Non-essential
WBGene00005356,Non-essential
WBGene00000594,Non-essential
WBGene00008866,Non-essential
WBGene00006262,Non-essential
WBGene00009621,Non-essential
WBGene00007808,Non-essential
WBGene00020990,Non-essential
WBGene00009522,Non-essential
WBGene00018582,Non-essential
WBGene00009855,Non-essential
WBGene00001447,Non-essential
WBGene00020970,Non-essential
WBGene00010862,Non-essential
WBGene00009345,Non-essential
WBGene00019286,Non-essential
WBGene00006191,Non-essential
WBGene00009449,Non-essential
WBGene00013774,Non-essential
WBGene00018791,Non-essential
WBGene00011616,Non-essential
WBGene00017350,Non-essential
WBGene00007986,Non-essential
WBGene00019667,Non-essential
WBGene00018373,Non-essential
WBGene00015618,Non-essential
WBGene00016008,Non-essential
WBGene00009261,Non-essential
WBGene00016095,Non-essential
WBGene00005674,Non-essential
WBGene00020611,Non-essential
WBGene00017688,Non-essential
WBGene00011186,Non-essential
WBGene00012287,Non-essential
WBGene00010831,Non-essential
WBGene00007598,Non-essential
WBGene00005443,Non-essential
WBGene00044066,Non-essential
WBGene00018746,Non-essential
WBGene00006982,Non-essential
WBGene00008126,Non-essential
WBGene00017364,Non-essential
WBGene00011108,Non-essential
WBGene00018223,Non-essential
WBGene00017860,Non-essential
WBGene00001841,Non-essential
WBGene00008025,Non-essential
WBGene00005745,Non-essential
WBGene00012173,Non-essential
WBGene00015229,Non-essential
WBGene00006682,Non-essential
WBGene00015496,Non-essential
WBGene00022561,Non-essential
WBGene00007132,Non-essential
WBGene00001390,Non-essential
WBGene00015110,Non-essential
WBGene00005876,Non-essential
WBGene00013933,Non-essential
WBGene00010049,Non-essential
WBGene00021118,Non-essential
WBGene00017141,Non-essential
WBGene00017383,Non-essential
WBGene00008840,Non-essential
WBGene00000277,Non-essential
WBGene00002105,Non-essential
WBGene00017296,Non-essential
WBGene00005627,Non-essential
WBGene00022555,Non-essential
WBGene00013949,Non-essential
WBGene00008057,Non-essential
WBGene00000678,Non-essential
WBGene00003424,Non-essential
WBGene00003096,Non-essential
WBGene00015260,Non-essential
WBGene00010238,Non-essential
WBGene00015253,Non-essential
WBGene00005524,Non-essential
WBGene00020049,Non-essential
WBGene00001804,Non-essential
WBGene00011930,Non-essential
WBGene00000251,Non-essential
WBGene00017541,Non-essential
WBGene00005424,Non-essential
WBGene00020211,Non-essential
WBGene00018279,Non-essential
WBGene00015528,Non-essential
WBGene00007455,Non-essential
WBGene00000085,Non-essential
WBGene00000701,Non-essential
WBGene00016253,Non-essential
WBGene00017375,Non-essential
WBGene00010893,Non-essential
WBGene00010487,Non-essential
WBGene00005136,Non-essential
WBGene00020811,Non-essential
WBGene00005778,Non-essential
WBGene00011853,Non-essential
WBGene00020846,Non-essential
WBGene00003764,Non-essential
WBGene00011888,Non-essential
WBGene00000711,Non-essential
WBGene00005012,Non-essential
WBGene00005964,Non-essential
WBGene00013621,Non-essential
WBGene00003450,Non-essential
WBGene00005823,Non-essential
WBGene00010576,Non-essential
WBGene00005203,Non-essential
WBGene00020449,Non-essential
WBGene00020660,Non-essential
WBGene00000220,Non-essential
WBGene00012381,Non-essential
WBGene00020922,Non-essential
WBGene00004996,Non-essential
WBGene00017764,Non-essential
WBGene00005390,Non-essential
WBGene00008272,Non-essential
WBGene00009492,Non-essential
WBGene00011783,Non-essential
WBGene00003465,Non-essential
WBGene00010647,Non-essential
WBGene00015354,Non-essential
WBGene00018164,Non-essential
WBGene00008576,Non-essential
WBGene00022560,Non-essential
WBGene00018942,Non-essential
WBGene00005442,Non-essential
WBGene00012837,Non-essential
WBGene00018356,Non-essential
WBGene00020749,Non-essential
WBGene00011492,Non-essential
WBGene00018768,Non-essential
WBGene00007805,Non-essential
WBGene00012202,Non-essential
WBGene00011757,Non-essential
WBGene00009876,Non-essential
WBGene00010413,Non-essential
WBGene00001729,Non-essential
WBGene00018736,Non-essential
WBGene00008928,Non-essential
WBGene00003957,Non-essential
WBGene00008223,Non-essential
WBGene00006002,Non-essential
WBGene00021570,Non-essential
WBGene00009768,Non-essential
WBGene00011100,Non-essential
WBGene00004986,Non-essential
WBGene00007482,Non-essential
WBGene00001387,Non-essential
WBGene00011673,Non-essential
WBGene00009209,Non-essential
WBGene00018476,Non-essential
WBGene00009746,Non-essential
WBGene00022747,Non-essential
WBGene00011822,Non-essential
WBGene00018492,Essential
WBGene00018140,Non-essential
WBGene00005204,Non-essential
WBGene00003760,Non-essential
WBGene00016077,Non-essential
WBGene00016855,Non-essential
WBGene00015474,Non-essential
WBGene00016360,Non-essential
WBGene00010651,Non-essential
WBGene00018578,Non-essential
WBGene00009852,Non-essential
WBGene00015787,Non-essential
WBGene00001788,Non-essential
WBGene00019933,Non-essential
WBGene00009859,Non-essential
WBGene00018985,Non-essential
WBGene00000712,Non-essential
WBGene00009995,Non-essential
WBGene00005109,Non-essential
WBGene00010969,Non-essential
WBGene00000656,Non-essential
WBGene00008028,Non-essential
WBGene00008874,Non-essential
WBGene00005500,Non-essential
WBGene00015937,Non-essential
WBGene00016362,Non-essential
WBGene00009108,Non-essential
WBGene00015621,Non-essential
WBGene00019728,Non-essential
WBGene00012662,Non-essential
WBGene00006117,Non-essential
WBGene00016722,Non-essential
WBGene00008470,Non-essential
WBGene00016757,Non-essential
WBGene00019486,Non-essential
WBGene00017211,Non-essential
WBGene00016690,Non-essential
WBGene00021008,Non-essential
WBGene00000281,Non-essential
WBGene00019062,Non-essential
WBGene00018105,Non-essential
WBGene00018500,Non-essential
WBGene00000707,Non-essential
WBGene00014142,Non-essential
WBGene00011798,Non-essential
WBGene00018478,Non-essential
WBGene00018820,Non-essential
WBGene00010200,Non-essential
WBGene00009332,Non-essential
WBGene00018965,Non-essential
WBGene00001449,Non-essential
WBGene00010324,Non-essential
WBGene00016237,Non-essential
WBGene00007081,Non-essential
WBGene00017901,Non-essential
WBGene00000704,Non-essential
WBGene00008811,Non-essential
WBGene00010182,Non-essential
WBGene00018952,Non-essential
WBGene00000031,Non-essential
WBGene00019155,Non-essential
WBGene00010440,Non-essential
WBGene00015453,Non-essential
WBGene00018284,Non-essential
WBGene00006284,Non-essential
WBGene00016691,Non-essential
WBGene00005833,Non-essential
WBGene00007996,Non-essential
WBGene00015984,Non-essential
WBGene00006205,Non-essential
WBGene00008138,Non-essential
WBGene00005585,Non-essential
WBGene00006408,Non-essential
WBGene00005159,Non-essential
WBGene00044684,Non-essential
WBGene00004149,Non-essential
WBGene00011916,Non-essential
WBGene00007291,Non-essential
WBGene00007489,Non-essential
WBGene00005334,Non-essential
WBGene00008649,Non-essential
WBGene00005278,Non-essential
WBGene00010926,Non-essential
WBGene00007265,Non-essential
WBGene00005179,Non-essential
WBGene00005502,Non-essential
WBGene00003446,Non-essential
WBGene00000630,Non-essential
WBGene00018550,Non-essential
WBGene00015117,Non-essential
WBGene00003431,Non-essential
WBGene00002268,Non-essential
WBGene00015051,Non-essential
WBGene00003442,Non-essential
WBGene00009157,Non-essential
WBGene00015615,Non-essential
WBGene00011868,Non-essential
WBGene00013062,Non-essential
WBGene00017015,Non-essential
WBGene00011795,Non-essential
