	Q96RS6	Q96K31	Q6KF10	Q8TAT2	Q9H0F6	Q99575	Q13630	Q9NX95	P34981
O95665	NA	NA	NA	NA	NA	NA	NA	NA	NA
P83110	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TCW9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGI9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N0Y5	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0PJW6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WU17	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L5N1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TAE7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P13521	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NH10	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96RV3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5I2	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08571	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13319	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60763	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969Q5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02461	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9GZK3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UNH6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q76NI1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49327	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H6L5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5M7Z0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47900	NA	NA	NA	NA	NA	NA	NA	NA	NA
P16662	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22309	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NND4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96A05	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95400	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NDP4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75159	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BRZ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IYA6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06133	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49458	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q695T7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21453	NA	NA	NA	NA	NA	NA	NA	NA	NA
P83436	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NE01	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15365	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95810	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NYK5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10253	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P2W9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P48230	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HB89	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4FZB7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T230	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6NUP7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46721	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07205	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60403	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96ST8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q02156	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21918	NA	NA	NA	NA	NA	NA	NA	NA	NA
P41594	NA	NA	NA	NA	NA	NA	NA	NA	NA
P16871	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9GZV1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P58335	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13291	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N1N4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6NUJ5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86UB9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P17036	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TA31	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T2S8	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15354	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BSY9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BZE9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4G0N8	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14715	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96R08	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35368	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H477	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H061	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKY0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGS0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULM3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92819	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6QHC5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UQB3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96LM6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NYP3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q12830	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZJ5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H244	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y4P3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N122	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60741	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VZ18	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6T423	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15818	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N3Y7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96JG6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96KK3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28566	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IZF5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15104	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWJ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95568	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86TJ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16143	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGE3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HBG4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UNX4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N668	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96JE7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2U8	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14626	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N8L6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L2J0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UHR6	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00212	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96A11	NA	NA	NA	NA	NA	NA	NA	NA	NA
P43304	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGE0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WWU5	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43704	NA	NA	NA	NA	NA	NA	NA	NA	NA
P41440	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDV2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14527	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96JH7	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NEC5	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43505	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96P11	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y256	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15386	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NEM1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBD9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q04900	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09497	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UX98	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99460	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21399	NA	NA	NA	NA	NA	NA	NA	NA	NA
P17612	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16584	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96IZ6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NBI6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NBF1	NA	NA	NA	NA	NA	NA	NA	NA	NA
A1X283	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D0V7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96AM1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UHQ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H2V7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6PI25	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28906	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UL54	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5I7T1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13200	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y289	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P41231	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46094	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13671	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UI32	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NG98	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96IW7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UWP7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P62195	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WW27	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBJ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60909	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75881	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BUQ8	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NH18	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H0W7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q587I9	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NVI1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21145	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q03181	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUZ5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UK23	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q02928	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TAA3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92959	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86TL0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30154	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20340	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NH19	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16538	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96A44	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q0D2K0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99788	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NY99	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N136	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDQ0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09564	NA	NA	NA	NA	NA	NA	NA	NA	NA
P68543	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q68CZ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25098	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TCN5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGV0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WY54	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H2C2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96MF6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BUB7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H6X4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01241	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZMU5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96MC4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P2H3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P57789	NA	NA	NA	NA	NA	NA	NA	NA	NA
P41235	NA	NA	NA	NA	NA	NA	NA	NA	NA
P11940	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75323	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5W7	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15259	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60930	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BZ23	NA	NA	NA	NA	NA	NA	NA	NA	NA
P98082	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94823	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P1N0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q60I27	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NYA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6MZM0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96KA5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q12767	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NHA4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13177	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWA0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9GZN0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGQ4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96FL9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P04062	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96M61	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51688	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6X8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86W92	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NPH3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HAY2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96KN9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWX5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P27482	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N6S5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q53RT3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6XZF7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13112	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16589	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96HN2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6NUT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y490	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N205	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61088	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95363	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15121	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NQW8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H1P3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6DKI7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UE05	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NR80	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NDX2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HAZ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75643	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08574	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6YBV0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NET6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P53611	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94762	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q12846	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86XR8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15075	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75116	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q12768	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33032	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96GD3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NUP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BZQ6	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75569	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N966	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N271	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96IP4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96PS8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N8E2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NFU4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q68E01	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BUF5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NBQ7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07202	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGA5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZ56	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N1Q1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8ND90	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q17RS7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H649	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IV32	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NWC5	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61225	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q53TN4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z2F6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NPA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22792	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKR8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UK17	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00338	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25025	NA	NA	NA	NA	NA	NA	NA	NA	NA
B7ZAQ6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q63HR2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35558	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N1G0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H4E7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WY36	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15403	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08289	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14559	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75608	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGI4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15910	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVB4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6NW34	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BXW6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGI8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y285	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H7X7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BPV8	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96IV6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UIG8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N998	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2Z4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HC35	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96CQ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6W3E5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H765	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N9T8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96PM5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VWK5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06495	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H8Y5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N957	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86SG2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96HD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2A9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BWQ8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96DT6	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NRN5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N394	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H237	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99807	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15050	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49821	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5JPI3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N2H9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q01581	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NH90	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30939	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15309	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BT17	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N9L9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P17029	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N907	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30203	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TC44	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGP6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKP6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P11168	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGG4	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N584	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60244	NA	NA	NA	NA	NA	NA	NA	NA	NA
P55916	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N4G2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NH50	NA	NA	NA	NA	NA	NA	NA	NA	NA
P54619	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96G91	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92949	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14258	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BYV6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z2W7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N146	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N162	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30559	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WVT3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15942	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99747	NA	NA	NA	NA	NA	NA	NA	NA	NA
P57796	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y678	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15021	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5MCW4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P55084	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P0L9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50579	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q66K74	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H4Z2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N5B7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IU68	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TGZ0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96T51	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BSY4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75150	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86X55	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NFK1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8ND94	NA	NA	NA	NA	NA	NA	NA	NA	NA
P19099	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49959	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DPH8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NV64	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96GZ6	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95625	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVG5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BUY7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGZ4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43772	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NAA4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IZ81	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGZ5	NA	NA	NA	NA	NA	NA	NA	NA	NA
